smiles,is_active,is_active_true
COc1cccc(c1)C(=O)c2cc([nH]c2)C(=O)NCc3cccs3,,0.0
c1ccc(cc1)CNC(=O)CCS(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3,0.0,0.0
CCC(C)N1CCN(CC1)S(=O)(=O)c2ccc3ccccc3c2,,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C(=O)NC5CCCC5,1.0,1.0
Cc1ccc(cc1)S(=O)(=O)Nc2cc(sc2C(=O)C)c3ccccc3,0.0,0.0
CCOc1ccc2c(c1)[nH]c(n2)SCC(=O)NCc3ccccc3OC,0.0,0.0
CCCCn1c2ccc(cc2nc1SCN3C(=O)c4ccccc4C3=O)S(=O)(=O)N,0.0,0.0
c1ccc(cc1)c2nnc(o2)NC(=O)COC(=O)CCNS(=O)(=O)c3ccccc3F,,0.0
CCCc1nc2ccc(cc2c(=O)n1Cc3ccccc3Cl)N,,0.0
COc1ccc(cc1)CN2CC(CC2=O)C(=O)NCC3CCCO3,0.0,0.0
CCOC(=O)c1c(nc(nn1)c2ccccc2)N3CCSCC3,,0.0
Cn1cccc1C(=O)NC(=O)CSc2nnc(n2c3ccccc3)C4CC4,0.0,0.0
Cc1ccc(c(c1)Cl)C(=O)Nc2ccc(cc2)N3CCN(CC3)C,0.0,0.0
CC(C)(C)OC(=O)NCCc1c(c(no1)c2ccccc2F)C(=O)O,0.0,0.0
c1ccc(c(c1)Oc2ccc3cc(ncc3c2)NC(=O)C4CC4)Cl,1.0,1.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)Cl,1.0,1.0
CC1(CCN1C(=O)C2(CC2)c3ccccc3)C(=O)Nc4cccc(c4)C#N,0.0,0.0
c1ccc2c(c1)[nH]c(n2)C3CCN(CC3)S(=O)(=O)c4ccc5c(c4)OCCO5,0.0,0.0
Cc1c(c(n[nH]1)C)c2ccc3cc(ncc3c2)NC(=O)C4CC4,,1.0
COc1cc(ccc1n2cnnn2)S(=O)(=O)NCCc3ccc4c(c3)OCO4,0.0,0.0
Cc1ccc(cc1)C(=O)Nc2ccccc2SCC3CSc4n3c(=O)c5ccccc5n4,0.0,0.0
CC1(Cc2c(cnc(n2)N3CCN(CC3)c4ccccc4)C(=O)C1)C,,0.0
COc1ccc(cc1)NN=Cc2c3ccccc3ccc2C(=O)O,,0.0
Cc1ccc(cc1C)NC(=O)C2(CCN2C(=O)Cc3ccccc3Cl)C,0.0,0.0
CC(=O)Nc1ccc(cc1)N2C(=O)C3C4CC(=O)C(C3C2=O)c5c4cccc5,,0.0
CC(=O)NC(c1cccc(c1)F)c2nc(cs2)c3ccc(cc3OC)F,0.0,0.0
Cc1cnc(s1)NC(=O)CCc2cc(c(c(c2)OC)OC)OC,,0.0
CCc1ccc(o1)CN2CCC(CC2)n3c(ccn3)NC(=O)c4ccccc4OC,,0.0
Cc1cc(n[nH]1)C(=O)NN=Cc2ccc(o2)c3ccc(cc3Cl)[N+](=O)[O-],,0.0
CSc1nc(c2cnn(c2n1)CC(c3ccccc3)Cl)NCc4cccc(c4)F,1.0,1.0
COc1cc(ccc1OCc2ccc(cc2)C(=O)O)C=C(C#N)C(=O)NC3CCCCC3,0.0,0.0
Cc1c(cncc1O)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
CS(=O)(=O)c1nc(c2cnn(c2n1)CC(c3ccccc3)Cl)NCc4ccccc4,1.0,1.0
CC(=O)Nc1ccc(cc1)NC(=O)c2cccc(c2)S(=O)(=O)N3CCCCCC3,0.0,0.0
Cc1cc(ncc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)N,1.0,1.0
Cc1ccc(cc1S(=O)(=O)N(C)C)NC(=O)COc2c3ccsc3ncn2,0.0,0.0
COCCCn1c(=O)c2ccccc2nc1SCC(=O)c3ccccc3,0.0,0.0
c1ccc(cc1)c2c(sc(n2)N)N=Nc3cccc4c3cccc4,0.0,0.0
COc1cc(cc(c1)OC)C(=O)NC(=S)Nc2ccc(c(c2)C(=O)O)Cl,0.0,0.0
CC(C)(C)c1ccc(cc1)OCC(=O)N2CCCC(CC2)C(=O)NCCOC,0.0,0.0
CCn1c2ccc(cc2nn1)C(=O)N(CCOC)CC(=O)Nc3cccc(c3C)C,,0.0
CCc1c(n2cccc(c2n1)OCC(=O)C(C)(C)C)N(Cc3ccc(cc3)OC)C=O,,0.0
CCOc1cc(ccc1OC)CNc2cccc3c2nc([nH]3)C,,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCCCC4)F,1.0,1.0
c1cc(cc(c1)Cl)N2CCN(CC2)CC(c3ccc(cc3)F)O,,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)F)F,1.0,1.0
CC(c1nc(no1)c2ccc(cc2)OC)NS(=O)(=O)c3ccc(cc3)NC(=O)C,0.0,0.0
CCc1cc(=O)oc2c1c(cc(c2)C)OCC(=O)NCCN3CCOCC3,,0.0
c1ccc(cc1)NC(=O)c2c(cc(=O)n(n2)c3ccccc3)C(F)(F)F,0.0,0.0
Cc1cc(ncc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)Cl,1.0,1.0
COc1ccc(c(c1)OC)C(=O)NNC(=O)C23CC4CC(C2)CC(C4)C3,,0.0
c1ccc(c(c1)c2ccc3cc(ncc3c2)Nc4ccccn4)Cl,,1.0
c1ccc(cc1)C(c2nc(cs2)C=Cc3ccc(cc3)C(F)(F)F)(C(F)(F)F)O,0.0,0.0
c1ccc(cc1)COc2ccc(cc2)NC(=O)CN3CCN(CC3)CC#N,0.0,0.0
Cc1c(cccc1Cl)S(=O)(=O)N2CCC(CC2)C(=O)NNC(=O)C3CC3,0.0,0.0
c1ccc(c(c1)CNCC(=O)N2CC(=O)Nc3c2cccc3)Cl,0.0,0.0
Cc1cccc(c1C)N(CC(=O)NCC2CCCO2)C(=O)CCC(=O)Nc3cc(on3)C,0.0,0.0
c1cc(cc(c1)Cl)Cc2cnc(s2)NC(=O)c3ccc(cc3)[N+](=O)[O-],0.0,0.0
CCCCCCCNC(=O)c1ccc(c(c1)[N+](=O)[O-])N2CCC3(CC2)OCCO3,0.0,0.0
CCN(Cc1csc(n1)CC(=O)Nc2ccc(cc2)C)CC(=O)Nc3ccccc3OC,0.0,0.0
c1cc(ccc1C(CNC(=O)c2ccc(o2)[N+](=O)[O-])N3CCOCC3)F,,0.0
c1ccc2c(c1)c(c[nH]2)CC(c3nnc(o3)SCc4c(cccc4Cl)F)N,,0.0
COc1ccc(cc1)C2=NOC3C2CC(C3)(C(=O)OC)S(=O)(=O)c4ccccc4,0.0,0.0
CC(C)NC(=O)COc1ccc(cc1)S(=O)(=O)N2CCOCC2,,0.0
Cc1c(cc(cn1)C(=O)NC2CCC2)c3ccc4cc(ncc4c3)N,1.0,1.0
CCCCNc1c2cnn(c2nc(n1)SC)CC(c3ccccc3)Br,,1.0
CCOc1ccccc1C(=O)N(C)Cc2cc3ccccc3[nH]c2=O,,0.0
c1cc(c2c(c1)[nH]nn2)c3ccc4cc(ncc4c3)NC(=O)C5CC5,1.0,1.0
CSc1nc(c2cnn(c2n1)CC(c3ccc(cc3)Cl)Cl)NCCc4ccccc4,1.0,1.0
c1ccc2c(c1)c(=O)n(c(n2)C3CCCCC3)NC(=O)c4ccc(cc4)[N+](=O)[O-],0.0,0.0
Cn1c(nnc1SCC(=O)NC2CCCCC2)Cc3ccc(cc3)OC,0.0,0.0
CCC(C)NC(=O)CCn1c(c(cc1c2ccccc2)C(=O)OCC)C,0.0,0.0
CCc1ccc2c(c1)cc(c(=O)[nH]2)CN(CCN(CC)CC)C(=S)NCc3ccco3,0.0,0.0
Cc1ccc(cc1)S(=O)(=O)NCCC(=O)NCCSc2ccc(cc2)Br,,0.0
Cc1ccc(c(c1)NC(=O)C2CCCN(C2)S(=O)(=O)c3cnc[nH]3)OC,,0.0
c1ccc(cc1)CN2C3CC(C2C=CC3=O)c4ccc5c(c4)OCO5,0.0,0.0
COc1ccc(cc1)OCC(=O)Nn2c(=O)c3ccccc3nc2c4cccc(c4)OC,,0.0
CCOc1cc(ccc1O)C=NNc2c3ccccc3c4nncn4n2,0.0,0.0
Cc1ccccc1OCc2nnc(n2c3ccccc3)SCCN4CCCC4,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)N(C)C,,1.0
CCc1ccc(cc1)NC(=O)NNC(=O)c2ccc3ccccc3c2O,0.0,0.0
Cc1cc(ncc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)OC,1.0,1.0
COC(=O)c1c(cc(s1)c2ccccc2)NC(=O)c3ccccc3,0.0,0.0
Cc1ccccc1NC(=O)COC(=O)C2CCCN2C(=O)c3cccs3,,0.0
CN(c1ccc(cc1)OC)S(=O)(=O)c2cccc(c2)C(=O)NCc3ccc4c(c3)OCO4,0.0,0.0
c1ccc2c(c1)c(=O)c(co2)CN3CCN(CC3)c4ccccn4,0.0,0.0
c1cc(cc(c1)Br)CN2CCN(CC2)C(=O)c3cccc(c3)F,0.0,0.0
Cc1cc(c(s1)C)C2C(=C(OC3=C2C(=O)CC(C3)(C)C)N)C#N,,0.0
c1cc(ccc1C=NNC(=O)CCC(=O)Nc2ccc(cc2)Br)F,0.0,0.0
COc1cccc(c1OC)C=C2C(=O)N(C(=S)S2)N3CCOCC3,0.0,0.0
c1cc(cnc1)Oc2ccc3cc(ncc3c2)NC(=O)C4CC4,,1.0
c1ccc(cc1)C=CCN2CCN(CC2)C(=S)NC(=O)c3c(cccc3F)F,0.0,0.0
Cc1ccc(cc1)n2c3c(cn2)C(CC(C3)(C)C)NC(=O)c4ccc(o4)COC,0.0,0.0
Cc1ccc(cc1)N2CC(CC2=O)C(=O)OCC(=O)Nc3cccc(c3C)Cl,,0.0
CC1CCCN(C1)C(=O)CCS(=O)(=O)c2ccc3c(c2)n(c(=O)c(=O)n3C)C,0.0,0.0
c1ccc2c(c1)[nH]c(n2)NC(=O)CN3C(=O)C4(CCCC4)NC3=O,0.0,0.0
Cn1c2ccc(cc2nc1CCN3CCOCC3)NC(=O)COc4ccc(cc4)Cl,0.0,0.0
c1ccc(cc1)n2c(nnc2SCC(=O)N3CCOCC3)CNc4ccc(cc4)F,0.0,0.0
Cc1cccc(c1)C(=O)NC(C(C)C)C(=O)Nc2ccc3c(c2)OCO3,0.0,0.0
COc1ccc(cc1)C(=O)c2coc(c2C(=O)O)c3ccccc3C(=O)O,,0.0
Cc1ccccc1c2cc3c(s2)c(=O)n(c(n3)Oc4cccc5c4cccc5)C,0.0,0.0
CCOc1ccc(cc1)n2c3c(c(=O)[nH]c(n3)SCC(=O)OCC)sc2=S,,0.0
c1cc(cc(c1)[N+](=O)[O-])N2C(=O)CC(C2=O)SC(=NN=Cc3cccs3)N,0.0,0.0
c1c(cnc(c1Cl)C(=NOC(=O)CCCC(=O)O)N)C(F)(F)F,0.0,0.0
c1cc(ccc1C(=O)C2CCCN(C2)C(=O)CCn3cncn3)C(F)(F)F,0.0,0.0
Cc1c2c(=O)cccc(c2c(n1CC(=O)c3ccccc3)C)OC,0.0,0.0
COc1ccc(cc1)CNc2c3cnn(c3nc(n2)SC)CC(c4ccccc4)Cl,,1.0
c1ccc(cc1)C(=O)NCC(=O)NCC(c2ccco2)N3CCCC3,,0.0
Cn1c(c(c(=O)[nH]c1=O)C(=O)c2cc(nc3c2cccc3)c4ccccn4)N,0.0,0.0
CSc1nc(c2cnn(c2n1)CC(c3ccccc3)Cl)NCCc4ccc(cc4)Cl,1.0,1.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C4CC4)F,1.0,1.0
Cc1c2ccc3ccccc3c2oc1C(=O)NN4CCOCC4,0.0,0.0
c1ccc2c(c1)C(=O)OC2(c3ccc(cc3)N)c4ccc(cc4)N,0.0,0.0
CN(CC(=O)N(C)CC(=O)Nc1ccccc1Br)C2CCCCC2,0.0,0.0
Cc1ccccc1CNC(=O)C(=O)NCC2CCCN2S(=O)(=O)c3ccccc3,,0.0
Cc1ccc(cc1)C(=O)NN=C2NC(=O)CC(S2)C(=O)Nc3ccccc3,,0.0
Cc1c(cc(cn1)O)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
c1cc(oc1)C(=O)N2CCN(CC2)C(=S)NCc3ccc(cc3)F,0.0,0.0
CN1CCN(CC1)Cc2c(c(cc3c2oc(=O)cc3c4ccccc4)Cl)O,,0.0
CN1CC(=O)N2C(C1=O)Cc3c4ccccc4[nH]c3C2c5cccc(c5)[N+](=O)[O-],,0.0
Cc1c2ccccc2oc1C(=O)OCC(=O)N3CC(=O)Nc4c3cccc4,0.0,0.0
Cc1cccc(c1)C(=O)NNC(=O)C2CCN(CC2)C(=O)OC(C)(C)C,0.0,0.0
CN(C)c1ccc(cc1)C(=O)Nc2nnc(o2)c3ccc(cc3)Cl,0.0,0.0
Cn1cnnc1SCC(=O)Nc2cc(ccc2N3CCOCC3)C(F)(F)F,,0.0
CSc1nc(nn1S(=O)(=O)c2ccccc2)c3ccc(cc3)Cl,0.0,0.0
CC(=O)c1cccc(c1)c2ccnc3c2CC(O3)C(=O)Nc4ccc(c(c4)C(F)(F)F)Cl,0.0,0.0
c1ccc2c(c1)c(cs2)C3CC(OC(=C3)C(=O)N)OCCCCO,,0.0
CCC1(CC(CCO1)(CCNCc2ccc(cc2)N(C)C)c3ccc(cc3)F)C,0.0,0.0
CCC1Cc2c3c(c(nc(c3c(nc2O1)N)N)N4CCCCC4)C#N,0.0,0.0
COc1ccc(c(c1)OC)NC(=O)NCCc2c[nH]c3c2cccc3,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)C(=O)NC4CC4)F,1.0,1.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C(=O)NC(C)(C)CO,1.0,1.0
Cc1ccccc1Nc2nc(nc(n2)N)COC(=O)c3ccc(cc3)S(=O)(=O)N(C)C,0.0,0.0
c1ccc2c(c1)nnn2CCC(=O)NNC(=O)C3CCCCC3,0.0,0.0
CC1C23CC(C14C5(C2N(CC5)CC=C3)c6ccccc6N4)C(=O)OC,0.0,0.0
Cc1ccccc1NC(=O)C2CCCN(C2)C(=O)NCc3ccccc3,0.0,0.0
CCC1CCCCN1Cc2c(ccc3c2occ(c3=O)c4ccccc4)O,0.0,0.0
CCCCNS(=O)(=O)c1ccc2c(c1)[nH]c(n2)SCC(=O)Nc3ccccc3Cl,,0.0
COCCNC(=O)c1c2c(nc3ccccc3n2)n(c1N)N=Cc4ccc(cc4)F,0.0,0.0
c1ccc(c(c1)Nc2c(cccn2)C(=O)OCC(=O)NCCN3C(=O)CSC3=O)F,,0.0
Cc1ccc2cc(c3nnc(n3c2c1C)SCc4ccc(cc4)C(=O)O)C,0.0,0.0
c1ccc(cc1)n2c(=O)c3ccccc3nc2SCc4cn5ccsc5n4,0.0,0.0
Cc1cc(ccc1c2coc3c2cccc3C(=O)NCc4cccc(c4)Cl)OC,0.0,0.0
CCOCCc1nnc(s1)NC(=O)C2CC(=O)N(C2)CCc3ccc(cc3)F,,0.0
c1cc(cnc1)CNC(=O)c2cccn2c3c(cc(cn3)C(F)(F)F)Cl,0.0,0.0
Cc1ccc(cc1c2ccc3c(c2)cnc(c3Cl)NC(=O)C4CC4)F,1.0,1.0
Cc1c(cnc(n1)N)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
CC1=CCC(CC1=NNC(=O)COc2ccccc2Cl)C(=C)C,,0.0
c1ccc(c(c1)c2cc3cnc(cc3cn2)NC(=O)C4CC4)Cl,1.0,1.0
COc1cc(c(cc1OC)OC)C(=O)N(CCc2ccccc2)Cc3ccccc3,0.0,0.0
c1cc(c(c(c1)Cl)c2ccc3cc(ncc3n2)NC(=O)C4CC4)Cl,1.0,1.0
CCc1ccc(cc1)C=C2C(=O)N(C(=S)S2)CCCC(=O)Nc3cccc(c3)C(=O)O,,0.0
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)c3ccc(cc3)Br,0.0,0.0
c1ccc-2c(c1)C(N(Cc3n2nnc3)C(=O)c4ccc(cc4)C#N)C#N,,0.0
CCCS(=O)(=O)Nc1ccc(c(c1F)c2ccc3cc(ncc3c2)NC(=O)C)F,1.0,1.0
CCCCN(CCCC)Cc1cc(=O)oc2c1ccc(c2)OC,0.0,0.0
CCOC(=O)c1cnc(nc1Oc2cccc(c2)NS(=O)(=O)c3ccc(cc3)C)SC,,0.0
COc1ccccc1C2c3ccc4ccccc4c3Oc5c2c(=N)n(cn5)CCCO,,0.0
c1cc(cc2c1cc(nc2)NC(=O)C3CC3)c4ccc5cn[nH]c5c4,1.0,1.0
CC(=O)c1ccc(cc1)NC(=S)N(CCCN(C)C)Cc2ccccc2,0.0,0.0
CCOc1cccc2c1nc(s2)N(CCN(C)C)C(=O)C=Cc3cccs3,0.0,0.0
COc1cc(cc(c1OC)OC)CC(=O)Nc2cc(ccc2Cl)S(=O)(=O)C,,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4cccc(c4)F)F,,1.0
c1ccc(c(c1)C(=O)OCC(=O)NNC(=O)c2cccs2)[N+](=O)[O-],0.0,0.0
Cc1c(c([nH]c1C(=O)NCCc2ccc(cc2)OC)C)C(=O)C,0.0,0.0
Cc1ccc(cc1c2cc3cnc(cc3c(n2)c4cnn(c4)C)NC(=O)C5CC5)F,1.0,1.0
CN1CCN(CC1)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
COc1ccc(cc1OC)c2ccc(nn2)NCCN3CCOCC3,0.0,0.0
COC(=O)c1cc(c[nH]1)S(=O)(=O)NCC2CCN(CC2)Cc3ccccc3F,0.0,0.0
Cc1ccc(cc1)C(=O)CC(c2ccc(cc2)OC)Nc3ccc(cc3)[N+](=O)[O-],,0.0
c1ccc(c(c1)NS(=O)(=O)c2cc(ccc2Cl)N=Nc3c([nH]c(=O)[nH]c3=O)O)Cl,0.0,0.0
c1cc(ccc1CO)C2=CC(=O)CC(C2)c3ccc4c(c3)OCO4,,0.0
Cc1cccc(c1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C,1.0,1.0
c1ccc(cc1)N2C(=O)CCC(=N2)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCCCC4,0.0,0.0
c1cc(cc(c1)NC(=O)C2C3CC(C2C(=O)O)C=C3)C(F)(F)F,0.0,0.0
Cc1cc(=O)[nH]c(n1)SCc2nc(no2)c3ccccc3OC,0.0,0.0
CC1CN(CC(O1)C)Cc2c(ccc3c2occ(c3=O)c4ccccc4)O,0.0,0.0
Cc1ccccc1NC(=O)c2ccc3c(c2)sc(n3)N4CCOCC4,0.0,0.0
CCC1C=C(C(N1S(=O)(=O)c2ccc(cc2)C)c3ccc(c(c3)Cl)Cl)C(=O)O,0.0,0.0
Cc1ccc(cc1)c2nnc(o2)SCC(=O)Nc3ccccc3F,0.0,0.0
Cn1c(=O)c2ccccc2c(n1)C(=O)OCCN3C(=O)c4ccccc4C3=O,0.0,0.0
CC(C(c1cccs1)N2CCN(CC2)c3ccccc3)NC(=O)Nc4ccccc4,,0.0
COC(=O)c1c2c(sc1NC(=O)C(=O)NCCCN3CCOCC3)CCCC2,,0.0
Cc1cccc(n1)C=NNC(=O)c2cc(nc3c2cccc3)C4CC4,0.0,0.0
Cc1ccc(c(n1)[N+](=O)[O-])OCC(=O)NC(C)c2ccc(c(c2)Cl)Cl,0.0,0.0
COc1cccc(c1)CNC(=O)c2ccc(cc2)S(=O)(=O)N3CCCC3,0.0,0.0
Cn1c(cccc1=O)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
CCCNc1c2cnn(c2nc(n1)SC)CC(c3ccc(cc3)F)Cl,,1.0
CCC(C(=O)OCC)Sc1c2c(ncn1)n(nn2)c3ccc(cc3)F,0.0,0.0
Cc1csc(n1)N(c2ccccc2)C(=O)Cc3ccccc3F,0.0,0.0
Cc1c(c2c(=O)[nH]c(nc2s1)N3CCOCC3)c4ccccc4,0.0,0.0
CCc1c(n2cccc(c2n1)OCc3ccc(cc3)OC)N(C)C(=O)c4ccncc4,,0.0
c1ccc2cc3c(cc2c1)[nH]c(n3)CCCOC(=O)c4ccc(cc4)N,,0.0
CN(C)C(CNC(=O)CNC(=O)c1ccc(cc1)Br)c2ccccc2,0.0,0.0
COc1ccc(c(c1)OC)NC(=S)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,,0.0
COc1ccc(cc1)NS(=O)(=O)c2cc(ccc2N3CCCCC3)NC(=O)C4CC4,0.0,0.0
Cc1ccc(cc1c2ccc3c(c2)cnc(c3F)NC(=O)C4CC4)F,1.0,1.0
Cc1c(cncn1)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
CCc1nn(c(=O)c2n1c3ccsc3c2)CC(=O)NCCCN4CCN(CC4)C,0.0,0.0
COc1ccccc1NC(=O)c2ccc(cc2)NC(=O)C3COc4ccccc4O3,0.0,0.0
CN(c1ccccc1C(=O)N2CCN(CC2)c3cccc(c3)Cl)S(=O)(=O)C,0.0,0.0
COc1cc(cc(c1OC)OC)C2c3cc(c(cc3CC4(C2(C(=O)OC4)O)O)OC)OC,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C(=O)NC5CCOCC5,1.0,1.0
CCN1CCSc2c1cc(cc2)C(=O)NCc3cccc(c3)F,0.0,0.0
Cc1cc(c(n1c2ccccc2F)C)C=C3C(=C(C(=N3)C)C(=O)OC)O,0.0,0.0
CC(C(=O)OCC(=O)Nc1ccc(cc1)N(C)C)NS(=O)(=O)c2ccc(cc2)Cl,0.0,0.0
c1ccc(c(c1)Cn2c3c(c(ncn3)NCCN4CCOCC4)nn2)Cl,,0.0
COc1ccc(cc1)n2c3c(c(=O)n(cn3)CC(=O)N4CCCc5c4cccc5)nn2,0.0,0.0
CCOC(=O)Cc1csc(n1)NC(=O)C(C)c2ccc(cc2)[N+](=O)[O-],0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccncc4)F,1.0,1.0
CCOc1ccc2cc(ccc2c1)c3c4c(ncnc4n(n3)C(C)C)N,1.0,1.0
CCOc1ccc(cc1)NC(=O)CN(c2ccc(cc2)OC)S(=O)(=O)c3cccs3,0.0,0.0
CCCS(=O)(=O)NC(=O)C1(CCN1C(=O)Cc2ccc(cc2Cl)Cl)C,0.0,0.0
CCCOc1ccc(cc1)C(c2ccccc2)C(=O)OCCN(CC)CC,0.0,0.0
CCOC(=O)N1CCN(CC1)C(=O)C(C)NC(=O)c2ccco2,,0.0
CCOP(=O)(C(=NOC(=O)c1cccc(c1)[N+](=O)[O-])C(=O)N)OCC,0.0,0.0
CC(=O)N(c1ccccc1OC)N=C2C(=O)c3ccccc3S2,0.0,0.0
Cc1ccccc1NS(=O)(=O)c2cc(c(cc2Cl)C)OCC(=O)N,0.0,0.0
CC(=NN=C1NC(=O)CC(S1)C(=O)Nc2ccccc2)C=Cc3ccc(cc3)N(C)C,,0.0
c1ccc(cc1)n2c(nnc2SCC(=O)O)c3ccc4c(c3)OCO4,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)(F)F)F,1.0,1.0
Cc1ccc(cc1C)NS(=O)(=O)c2ccc3c(c2)NC(=O)CC(=O)N3,0.0,0.0
CC1CCCC(C1C)NC(=O)CCNC(=O)c2ccc(cc2)[N+](=O)[O-],0.0,0.0
CCOc1cc(ccc1O)C2c3c([nH]nc3NC4=C2C(=O)CC(C4)(C)C)C,,0.0
Cc1cc(cc(c1)NC(=O)Cn2c(c(nn2)C(=O)Nc3cccc(c3)SC)N)C,0.0,0.0
Cc1c(c(sc1C(=O)OC)S(=O)(=O)N2CCN(CC2)CCO)C(=O)OC,0.0,0.0
c1ccc2c(c1)C(N(C(=O)N2)c3ccc(c(c3)Cl)Cl)(C(=O)NC4CC4)O,0.0,0.0
COc1ccc(cc1)c2c(n(c(=O)nn2)CC(=O)OC)c3ccc(cc3)OC,,0.0
CCOC(=O)CSc1cc(nc(n1)c2ccccn2)C(F)(F)F,0.0,0.0
CCOC(=O)c1c(c(sc1NC(=O)C2c3ccccc3Oc4c2cccc4)C(=O)C)C,,0.0
Cc1c(ocn1)C(=O)N2CCCC(C2)CCC(=O)NCc3ccccc3F,,0.0
Cc1c2cc(ccc2oc1C(=O)N3CCN(CC3)C)S(=O)(=O)N4CCOCC4,0.0,0.0
CC1CCCC(N1C(=O)Cn2cnc3cc(ccc3c2=O)[N+](=O)[O-])C,,0.0
c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)F,,1.0
Cc1c2c(oc(c2c(=O)[nH]n1)NC(=O)CSc3nnc(n3C)C4CC4)C,0.0,0.0
Cc1cc(c2c(c1)c(cc(n2)c3ccccn3)C(=O)N4CCCC4)C,0.0,0.0
Cc1ccc(cc1c2cc3cnc(cc3c(n2)Oc4ccccc4)NC(=O)C5CC5)F,,1.0
c1cc(cc(c1)OCCO)CN2CCC(CC2)n3c(ccn3)NC(=O)c4cccc(c4)F,0.0,0.0
Cc1ccc(o1)CNC(=O)C=CC2C(CC(O2)n3cc(c(=O)[nH]c3=O)C)O,0.0,0.0
CC(C)CNC(=S)N(Cc1ccco1)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4,0.0,0.0
COC(=O)c1cc(cc(c1)NC(=O)COC(=O)C2CCC2)C(=O)OC,0.0,0.0
c1ccc2c(c1)ccn(c2=O)CC(=O)NCCC(=O)Nc3ccc4c(c3)OCCO4,0.0,0.0
