biln,Activity
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",2.4839999675750732
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.1350002288818360
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",8.4549999237060548
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",0.3199999928474428
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",5.0720000267028808
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",5.3410000801086426
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",0.6219999790191650
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",8.6470003128051758
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",1.4600000381469728
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",8.9309997558593750
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",4.1919999122619628
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",9.2659997940063476
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",3.6760001182556152
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",2.0580000877380372
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.G-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",9.6619997024536132
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",8.3479995727539064
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",3.4969999790191650
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",3.6540000438690186
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",8.3750000000000000
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",1.2130000591278076
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",2.2730000019073488
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",0.6719999909400940
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",5.2500000000000000
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.4130001068115236
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",6.4289999008178712
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",1.6009999513626100
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",5.7319998741149902
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",4.0580000877380372
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",3.4790000915527344
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.8730001449584960
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",0.6899999976158142
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",2.8459999561309816
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",6.6350002288818360
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",7.5900001525878906
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",5.0980000495910644
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",4.0430002212524414
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-G.Y-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",9.7989997863769532
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-G.Y-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",3.3110001087188720
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",4.8949999809265136
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-S.Y-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",8.4770002365112304
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",4.3369998931884766
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",9.2639999389648438
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",9.5810003280639648
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.4260001182556152
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",8.3680000305175780
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",9.6610002517700196
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",1.0750000476837158
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",5.9089999198913576
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",0.5519999861717224
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",6.2109999656677246
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",1.1940000057220460
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",8.5609998703002930
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",3.4379999637603760
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",0.5189999938011168
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.1259999275207520
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",4.5250000953674316
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",6.0399999618530272
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",1.7769999504089356
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",9.6499996185302734
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",5.7690000534057616
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",3.4270000457763672
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",4.0679998397827148
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",8.1219997406005860
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-N",0.9139999747276304
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",0.3959999978542328
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",3.4449999332427980
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",8.8280000686645508
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-N-Y-C(3,3)-Y",7.2639999389648438
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",1.3669999837875366
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",0.1089999973773956
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",4.6820001602172852
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",1.6859999895095824
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",7.4749999046325684
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",4.5500001907348632
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",7.4920001029968262
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",0.0120000001043080
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",6.0419998168945312
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",3.2550001144409180
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",9.0950002670288086
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",8.2779998779296876
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",8.9560003280639650
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",6.8750000000000000
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",6.3889999389648438
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",2.7999999523162842
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",5.0669999122619628
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",6.2030000686645508
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-T-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",7.3390002250671388
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",1.1729999780654908
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",1.8170000314712524
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-S.G-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",3.9089999198913576
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",6.3899998664855956
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",6.2420001029968262
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-V-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",6.7490000724792480
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-V-K-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",2.6879999637603760
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-S.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",4.3530001640319824
"A-C(1,3)-G-G-H-L-V-E-A-K-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",3.9820001125335696
"A-C(1,3)-G-G-H-L-V-E-A-T-Y-L-V-C(3,3)-G.G-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",7.9939999580383300
"A-C(1,3)-G-G-H-A-V-E-A-K-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",2.0380001068115234
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-G.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",4.8340001106262210
"A-C(1,3)-G-G-H-A-V-E-A-T-Y-L-V-C(3,3)-S.Y-I-T-K-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",2.4900000095367432
"A-C(1,3)-G-G-H-A-V-E-C-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",2.8080000877380372
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",3.1640000343322754
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-G.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",9.7950000762939452
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",1.3589999675750732
"A-C(1,3)-G-G-H-A-V-E-C-T-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-K-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",0.8519999980926510
"A-C(1,3)-G-G-H-L-V-E-C-K-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-Y",2.6889998912811280
"A-C(1,3)-G-G-H-L-V-E-C-T-Y-L-V-C(3,3)-S.G-I-V-E-A-C(2,3)-C(1,3)-T-S-I-C(2,3)-S-L-Y-Q-L-E-G-Y-C(3,3)-N",4.2379999160766602
