x1,x2,y
-2.57134,0.268502,-1
-3.1106,0.434889,-1
1.04724,0.952605,1
1.98508,-0.363353,1
0.846125,-0.98825,1
-1.48701,0.188177,-1
-0.0553912,0.00140381,1
-4.19614,0.790612,-1
2.40745,0.968841,1
1.12049,1.09946,1
1.2038,-0.197333,1
1.91122,1.13193,1
3.04529,-1.34642,1
-3.50887,-1.91797,-1
0.760369,0.251778,1
3.67733,1.07089,1
4.11557,0.548784,1
1.14704,-1.45067,1
2.27683,-1.47594,1
-4.56786,0.832484,-1
1.67776,0.72335,1
4.76531,-1.93799,1
-1.84988,0.634968,-1
0.692007,-1.72057,-1
-1.94174,-0.135807,-1
-3.26075,1.73302,-1
-3.91446,-0.27546,-1
3.69045,-1.44456,1
3.51222,-1.15268,1
2.44316,0.0144658,1
-3.45119,-0.804529,-1
-1.73086,1.17319,1
-4.20652,-0.0276498,-1
-4.23399,1.49388,-1
1.4098,0.826746,1
3.20002,0.173284,1
0.450911,0.986663,1
-0.517441,-0.678182,-1
-0.910214,-0.0116581,1
-2.01254,-1.02194,-1
-0.344401,1.02304,1
0.012055,1.89843,1
-3.47346,0.084048,-1
-1.76962,-0.433424,-1
2.37999,-0.422803,1
-1.86117,0.441725,-1
3.26685,0.344066,1
4.59075,-0.407178,1
3.73348,-0.351268,1
2.25028,0.0646381,1
-1.99942,1.09592,1
4.43999,1.07749,1
-3.72768,0.170965,-1
-4.34263,-1.01559,-1
2.84967,0.634968,1
0.245827,0.291452,1
1.09638,0.855556,1
4.56114,-1.51024,1
-4.27732,-0.176458,-1
3.75637,-1.53746,1
1.53859,0.575884,1
-1.77877,0.291208,-1
-3.95199,0.540239,-1
0.0505084,-1.0737,-1
-2.72912,0.413892,-1
-2.09708,1.87878,1
4.1998,-1.89416,1
0.511643,-1.65355,-1
1.62801,0.497147,1
-3.85464,-1.48753,-1
-0.0746179,1.81213,1
-1.20869,1.63207,1
-0.0318918,1.74877,1
2.93359,-1.52831,1
0.0926238,-0.325144,1
-1.17634,0.174016,-1
1.88162,1.67748,1
0.321512,0.185736,1
1.06281,1.541,1
-1.04816,-0.972381,-1
-4.9411,-0.669393,-1
2.07877,1.87317,1
-3.9938,0.670736,-1
1.23066,0.66451,1
3.63247,-1.46251,1
-0.0849941,0.313913,1
2.47337,-0.0786767,1
-0.0309762,-1.07956,-1
-1.19892,0.565874,1
2.85363,1.37901,1
0.528123,-1.34165,1
-1.42903,-1.23618,-1
4.55718,-0.682577,1
1.30848,-1.05686,1
-3.2342,-1.48277,-1
-1.25752,-0.491287,-1
-3.68374,-1.81213,-1
2.43278,0.805383,1
4.5172,0.142643,1
1.11988,1.09861,1
-4.72167,1.71618,-1
-1.70156,-1.75842,-1
-4.4409,1.02829,-1
1.3921,-0.914884,1
-3.68374,1.14707,-1
3.47072,1.81664,1
3.64315,-1.41612,1
0.96881,-0.0719626,1
2.21641,-0.966887,1
3.53969,0.0768456,1
-4.85321,0.554399,-1
-3.73531,-1.76061,-1
2.07907,0.00164795,1
1.17145,-0.246895,1
-2.82434,-1.08628,-1
-4.3405,-0.401441,-1
-3.3108,0.808557,-1
1.24104,0.0943022,1
-1.59017,1.36241,1
-1.80593,-1.43785,-1
-1.32435,-1.19138,-1
1.61,-0.0399792,1
3.02393,0.550371,1
3.06879,-0.504593,1
0.265359,-0.0364391,1
1.11103,-1.70458,1
2.98181,-0.84872,1
4.00601,1.84729,1
-3.5519,1.51402,-1
1.30177,-1.38548,1
-0.975829,-1.08554,-1
-2.463,1.49706,1
-3.6346,-1.55846,-1
3.5519,-1.8844,1
-4.33836,-0.18244,-1
-0.721915,1.79553,1
0.733513,0.843837,1
-1.97714,0.0549943,-1
0.480514,1.4453,1
-2.74438,1.92737,1
-1.8865,-0.651326,-1
-3.8937,-1.99719,-1
3.08039,0.721152,1
-3.65291,0.217597,-1
-2.15751,1.69408,1
2.8811,-1.39195,1
3.9523,-1.88513,1
2.89636,0.00946069,1
2.43797,1.59423,1
1.15223,-0.505203,1
-1.38874,-1.54881,-1
3.56655,-0.263008,1
-2.71508,-0.977874,-1
3.63582,0.917569,1
-2.70562,-1.55443,-1
-2.5045,-1.18174,-1
0.424055,1.03085,1
4.84832,-0.201727,1
-4.46196,-0.908536,-1
-4.18577,0.993622,-1
0.246742,-1.76293,-1
-0.731986,0.772301,1
-4.05332,-0.976043,-1
-2.41203,-1.26597,-1
3.91537,-1.90381,1
-2.67235,0.866176,-1
-3.5345,-1.0145,-1
-3.74905,0.346263,-1
4.31639,-1.91003,1
-4.19889,-1.56603,-1
-4.5291,1.51744,-1
-4.41282,-0.604572,-1
-1.63594,-0.0468154,-1
4.14701,-1.02377,1
-1.01398,0.00335693,-1
-0.67217,0.0762353,1
4.46165,0.0651264,1
3.37184,0.46614,1
0.342265,1.18955,1
3.42097,-1.84802,1
1.93533,1.12986,1
-1.02313,-1.19077,-1
-2.40837,-0.69393,-1
-4.95666,-0.909513,-1
0.255898,0.270089,1
4.54802,0.0610981,1
-1.01306,1.91565,1
-2.58904,1.01877,-1
0.855587,-1.33921,1
-2.44865,0.0267951,-1
1.84011,1.61229,1
4.4528,0.124454,1
-0.645009,-0.173284,1
3.90225,1.86914,1
-4.92828,1.6986,-1
4.40977,-1.8728,1
1.0155,1.72814,1
2.86157,0.349315,1
0.766777,1.96301,1
-3.5757,1.44517,-1
-2.77673,1.76171,-1
-1.16993,-0.674276,-1
-4.95727,0.684286,-1
-0.820795,-0.319041,-1
-4.17753,-0.19953,-1
1.59932,-0.865078,1
3.55098,-1.0123,1
-4.35148,1.05478,-1
3.1106,-1.60302,1
1.62069,0.480667,1
1.91488,-0.322703,1
3.02698,0.406446,1
0.30137,1.27586,1
1.85629,1.45665,1
-3.57234,-1.32994,-1
1.89505,1.39317,1
2.27897,1.24082,1
2.77734,-1.67479,1
-4.68932,1.15659,-1
3.68679,0.507767,1
1.4452,-1.37974,1
2.06565,-1.31883,1
-4.14548,0.613239,-1
0.519883,-1.45848,1
4.47905,1.37779,1
-4.41221,1.62096,-1
-2.25028,0.790979,-1
-3.54823,-0.881069,-1
4.8178,0.00970483,1
1.19983,1.54686,1
-2.07755,-1.19456,-1
4.22483,-0.0746483,1
-1.32466,0.359813,1
1.9454,-1.77282,1
-2.81365,1.4547,-1
-3.44081,0.257515,-1
-2.59453,-0.530107,-1
0.214393,1.74145,1
4.0228,0.886318,1
-3.93582,-1.48277,-1
4.02646,-0.403027,1
-0.582751,-1.06992,-1
-4.19889,1.74364,-1
2.82098,-0.722739,1
-3.28211,1.51769,-1
4.74395,1.98083,1
2.75872,1.9115,1
3.70388,-0.459548,1
-2.89361,0.247749,-1
-0.43382,1.76965,1
-4.96246,-1.01022,-1
2.50633,1.82165,1
-3.85952,0.300729,-1
-0.952941,-1.41331,-1
-1.88864,0.618732,-1
4.92615,-0.328074,1
-4.61425,1.60985,-1
-2.47917,0.86874,-1
-3.10724,-1.22153,-1
-2.52312,-0.723594,-1
-3.46492,1.23923,-1
1.20319,0.564898,1
3.85372,-1.80627,1
4.39085,-1.2551,1
-3.04346,-1.98975,-1
2.79656,-0.239326,1
1.45558,-1.03769,1
1.56758,0.723838,1
4.09146,1.16562,1
-0.445418,1.18357,1
4.21293,-0.464064,1
1.64174,-0.0468154,1
-3.49239,-1.80273,-1
1.36341,1.21763,1
0.695364,0.178167,1
-0.779595,1.39451,1
4.43022,-1.03452,1
0.405744,-1.94934,-1
0.785699,1.02316,1
0.364544,-1.447,-1
-2.44713,-0.77047,-1
-1.03046,1.57884,1
-1.49739,-1.1384,-1
-4.63378,-0.378735,-1
2.95251,0.718833,1
-3.03491,1.69359,-1
-4.29716,0.778039,-1
-1.10584,-0.933073,-1
0.907468,-1.13242,1
-4.29075,1.57811,-1
-3.02332,-1.23618,-1
-3.44111,-1.70788,-1
1.44337,-0.660726,1
-0.45671,0.635212,1
1.04297,-0.566485,1
1.97348,0.986907,1
-0.587023,-1.53587,-1
1.84469,1.67296,1
-1.03473,0.966155,1
3.35719,-1.19651,1
0.922117,0.716392,1
-3.00409,-1.02622,-1
4.49461,-0.601398,1
3.76003,0.976775,1
-1.08295,0.355174,1
4.87457,1.8717,1
-3.14692,0.396069,-1
3.95718,-0.487014,1
0.744499,0.35493,1
-0.579394,-1.53966,-1
1.27338,-1.37657,1
2.08518,-0.42378,1
-4.50377,-0.250435,-1
-2.14438,-1.93786,-1
-2.39799,0.843349,-1
-0.923643,-1.30699,-1
3.95321,-1.48399,1
2.10196,1.07688,1
2.28446,-1.13437,1
3.96054,0.40376,1
-1.06433,-0.878994,-1
-1.02588,-1.16001,-1
4.03867,0.474441,1
-1.91397,1.98352,1
-1.11896,1.85803,1
0.70574,0.114078,1
-1.46443,0.455397,-1
2.33696,1.85913,1
2.45354,1.09751,1
2.36381,-1.16391,1
2.39433,-0.150334,1
-3.60683,-1.6549,-1
-2.99829,-0.423414,-1
-2.27409,-0.249825,-1
1.80441,-0.438917,1
4.1113,1.32713,1
-1.3216,-0.147282,-1
0.17655,0.545366,1
-3.90622,0.437574,-1
4.07437,0.512772,1
-2.9693,-1.95398,-1
0.179601,-0.871303,1
1.54836,-0.0443739,1
-0.614795,-0.119327,1
1.87643,-1.00363,1
-4.09574,0.6545,-1
-4.20438,1.63109,-1
-4.24223,1.948,-1
-4.72198,1.95911,-1
-1.44917,0.936857,1
-1.9277,-0.718955,-1
1.97287,-0.516312,1
-3.57326,-0.0353404,-1
-1.05152,0.870327,1
-4.32157,0.263009,-1
1.75741,-1.70727,1
2.24937,1.96802,1
-3.01294,0.482864,-1
1.94021,1.81494,1
1.15711,0.69454,1
1.54897,0.9111,1
0.439925,-0.752525,1
-4.017,0.622028,-1
0.453658,1.32249,1
-4.50377,0.825404,-1
4.74578,-0.724815,1
-0.359661,1.73547,1
4.6997,0.868496,1
2.27866,-1.90271,1
0.30961,-1.98279,-1
1.79922,-1.03256,1
1.92801,1.39854,1
-1.27888,-1.97571,-1
-1.11377,-0.900235,-1
-4.50041,0.887784,-1
3.09778,0.861782,1
-3.30439,1.78332,-1
-4.39177,-0.0846584,-1
-1.89444,-1.45384,-1
2.84478,-1.57787,1
-2.8753,0.939421,-1
-1.78091,0.598712,-1
-0.153356,1.04855,1
-4.90844,0.233955,-1
-0.601367,-1.38182,-1
0.0785851,1.00961,1
1.05945,-0.893155,1
2.58538,1.28745,1
-0.989257,-1.53294,-1
-1.50197,-1.65184,-1
3.42647,-1.30723,1
4.4232,0.951384,1
1.2331,0.531083,1
4.97284,0.0288706,1
-4.46532,0.916715,-1
0.628529,-0.166082,1
3.63552,1.1666,1
-1.13239,0.436476,1
-1.93594,-1.74145,-1
-2.15781,-0.409619,-1
-4.73296,0.121159,-1
1.12568,0.190619,1
-1.08814,-0.72396,-1
-4.81384,1.30027,-1
-4.68963,-0.0999177,-1
-0.442976,0.542314,1
3.57936,-0.0870998,1
4.36766,0.0401013,1
-0.981017,0.548906,1
2.27287,-0.470901,1
1.11591,1.53514,1
3.08374,-0.723106,1
3.75423,-1.02622,1
0.825983,-1.48729,1
0.950194,1.81774,1
-4.20988,-1.29405,-1
2.93176,-0.0735496,1
-0.377972,1.72399,1
0.906247,-1.39122,1
0.894345,-0.840175,1
0.692007,-0.221625,1
3.16065,1.44151,1
1.7275,0.894864,1
-1.56423,-1.78747,-1
-4.89776,-1.79186,-1
-2.32688,-0.572466,-1
-1.58437,-1.00754,-1
-2.67907,0.103336,-1
2.7102,-1.07053,1
-1.28254,1.24693,1
3.69869,0.092227,1
-3.83145,1.6068,-1
2.25578,-1.41868,1
1.28925,-1.90637,1
3.93948,1.27818,1
-3.1698,1.47276,-1
0.355693,0.90878,1
4.02005,0.750328,1
2.80084,-1.85058,1
4.65209,-0.938932,1
-3.02637,-0.643269,-1
4.01547,0.305612,1
2.97418,1.16904,1
4.53398,1.79821,1
3.48811,1.20383,1
3.90347,0.253975,1
1.28712,1.86279,1
-3.14539,-0.923429,-1
1.16932,0.359203,1
-2.35008,-1.39598,-1
-2.49351,0.996185,-1
2.322,-1.77258,1
2.8811,-0.0504776,1
-3.29066,0.619098,-1
2.13889,0.85165,1
-0.190588,0.186102,1
-4.18516,-0.181341,-1
3.06543,0.815393,1
3.55342,1.73351,1
-3.75362,-1.52086,-1
-1.92526,-1.93188,-1
0.733207,-1.15598,1
-0.270241,0.823572,1
2.62047,-0.84286,1
-3.0813,1.76025,-1
2.27775,-0.120182,1
4.95025,1.5139,1
-4.84649,1.296,-1
1.47633,-0.0894192,1
1.91641,0.142888,1
-3.25861,-0.659627,-1
-4.27885,-0.304636,-1
-2.25028,1.89514,1
1.76626,0.179266,1
3.38923,0.644124,1
0.566576,1.3972,1
-1.28773,-1.60411,-1
2.79504,-1.47728,1
-2.67479,0.0831935,-1
1.38234,1.64769,1
-2.68334,0.0110476,-1
-2.95404,0.365795,-1
4.71038,1.12143,1
-2.18253,-1.06748,-1
-4.77111,-1.34666,-1
2.69219,1.86254,1
-3.4817,1.61876,-1
-4.53032,-1.29502,-1
-4.90753,-1.13669,-1
-1.51418,0.689657,1
1.4388,0.648274,1
-1.56758,1.43529,1
-0.854366,0.161809,1
-0.834834,1.49071,1
-4.0933,0.664388,-1
0.451826,0.60567,1
1.99271,1.56505,1
-1.62008,-1.1727,-1
1.57521,1.14817,1
3.76247,-1.72533,1
0.354778,1.39097,1
0.700247,-1.73632,-1
-4.46013,1.854,-1
-0.342265,-0.161565,1
-2.40013,-0.522416,-1
-0.731986,-1.79052,-1
3.63338,-0.218085,1
-0.134129,-0.390088,1
-4.12564,-1.05808,-1
0.658132,1.14414,1
2.09403,-1.99658,1
2.78466,-1.15415,1
3.64223,-1.39818,1
3.50551,0.849941,1
-2.06992,-1.53771,-1
3.64376,-0.157414,1
1.44917,1.18784,1
2.46849,-1.72192,1
3.28639,0.877041,1
2.65618,1.72729,1
3.71914,0.468337,1
4.08322,0.672323,1
4.12534,-0.12946,1
0.219581,1.57018,1
-0.598315,0.41438,1
-3.92361,0.574419,-1
-1.45985,-1.54857,-1
3.23054,-1.55858,1
-0.722831,1.52794,1
-3.30164,1.33958,-1
-4.99145,1.97131,-1
1.5746,0.0390027,1
2.73553,-0.53975,1
-4.36277,1.7821,-1
-4.10184,-1.31687,-1
-1.14338,1.51073,1
1.83889,-0.957366,1
3.07611,-1.41881,1
-3.45912,-0.971526,-1
-3.57143,0.0977204,-1
-4.51537,0.858364,-1
-1.53859,-0.931608,-1
-4.81445,-0.226997,-1
4.78423,-0.777062,1
1.47633,-0.523759,1
-4.46348,-0.977752,-1
4.14151,1.12131,1
1.37471,1.64989,1
-0.682852,-1.52428,-1
-4.78942,-1.90258,-1
-2.57408,-1.06809,-1
-1.08051,1.33592,1
1.54012,1.3845,1
2.81884,-0.4897,1
-4.77172,0.159245,-1
3.26045,1.60741,1
-3.61568,-0.345042,-1
1.34266,-1.39207,1
0.504013,-0.353099,1
4.8349,1.27903,1
-0.365764,0.806238,1
-2.85211,-1.05527,-1
-1.99301,-1.60204,-1
2.82159,0.343699,1
-1.5746,1.85388,1
-0.193945,0.491653,1
1.0802,1.44652,1
-3.97488,-1.14231,-1
4.84436,-0.846156,1
2.55821,-1.39622,1
-3.49117,-0.544755,-1
-0.435957,0.646565,1
2.11631,-0.213324,1
4.98749,-1.62938,1
2.75506,0.166204,1
1.41652,-0.544267,1
1.21204,1.60399,1
4.46104,-1.02634,1
1.88162,1.82604,1
-2.10196,-0.828211,-1
0.67156,-0.935026,1
-2.09616,0.676962,-1
0.482345,-1.28574,1
2.12363,1.73888,1
-2.53563,1.98779,1
0.466781,1.07602,1
-0.0737023,-1.1019,-1
4.52055,-1.60436,1
1.6982,0.337718,1
2.6516,1.2291,1
1.23371,0.337596,1
-0.542467,1.85754,1
2.98761,-1.81799,1
2.45537,0.296335,1
4.88922,1.46861,1
-2.95373,-0.931486,-1
1.29475,1.932,1
4.09818,-0.688681,1
0.912961,0.386914,1
4.18394,-1.85009,1
0.0553912,1.99963,1
-0.106052,0.711875,1
-0.502792,-1.24155,-1
3.8934,1.1677,1
4.40397,0.993744,1
-3.17072,0.251289,-1
-2.48039,0.582354,-1
-2.96991,0.345897,-1
2.30491,-0.420362,1
4.4113,1.92004,1
1.2508,1.92883,1
-4.58647,1.35081,-1
1.41346,1.12851,1
-4.65484,0.498001,-1
0.563524,1.77978,1
0.444807,-0.730796,1
-0.536668,-1.72082,-1
-4.38627,-1.63378,-1
4.96033,-1.90405,1
-3.7225,-1.0914,-1
1.00909,-1.45824,1
-4.49644,1.20054,-1
-3.27204,-0.764611,-1
1.60237,1.04111,1
-1.67562,0.062685,-1
-1.84042,-0.827479,-1
1.53584,-1.15207,1
-0.89465,-1.78161,-1
-0.724967,-1.32005,-1
-2.78375,-1.71471,-1
1.78518,0.372509,1
-3.33552,1.78307,-1
-0.0245675,1.39329,1
0.0764489,0.464919,1
3.02728,-0.740562,1
-0.649281,-0.302805,1
-4.95483,-0.629109,-1
-1.60512,1.03537,1
-1.24104,1.04599,1
-3.71426,-1.17978,-1
3.27326,-0.376781,1
2.33299,-1.79809,1
3.9114,-0.592731,1
1.4333,-0.745811,1
1.50594,0.46382,1
0.14481,-0.83285,1
2.3397,0.308786,1
2.37175,-1.61498,1
4.57091,1.88488,1
-0.341655,1.50328,1
-1.36738,0.386547,1
-3.87814,0.244941,-1
4.0466,-0.0287484,1
3.21223,-1.59032,1
-0.452132,1.67736,1
-3.91324,-0.180975,-1
3.69442,0.4803,1
2.61376,-1.5233,1
-4.60875,-1.1738,-1
-0.833308,1.92346,1
4.36125,0.708457,1
-4.32249,0.582476,-1
-3.35139,0.896573,-1
-2.8872,0.277291,-1
-3.83084,-1.22666,-1
0.91113,-1.4525,1
-3.81649,-0.095645,-1
1.18275,0.396191,1
0.800958,-0.565142,1
1.90298,0.17304,1
2.31559,0.206488,1
4.15647,-0.0693991,1
1.69729,-0.420728,1
-2.01498,-0.714438,-1
3.08863,0.863979,1
-1.21815,-1.92553,-1
4.97498,-1.50597,1
2.72515,1.41575,1
-2.95587,1.10739,-1
-3.29432,-0.33076,-1
-1.11744,0.0554826,-1
-3.18781,1.734,-1
0.809808,1.02878,1
-3.04376,1.62816,-1
4.60143,-0.0448622,1
-3.09748,-0.130436,-1
-1.18274,-0.37495,-1
-1.96005,-0.694174,-1
-3.79177,1.09226,-1
-3.01843,-1.76281,-1
-4.53764,-1.68163,-1
2.71172,0.438307,1
2.6104,-1.74743,1
3.81039,0.496658,1
-4.9823,0.0772119,-1
-0.513779,0.27839,1
-0.736259,-0.796472,-1
3.01538,0.769372,1
-0.386517,0.264596,1
-0.0514236,1.55077,1
2.49382,-0.672811,1
-2.61498,0.239448,-1
0.594043,-0.661702,1
-4.07254,0.853603,-1
4.22025,0.917691,1
3.93826,1.76147,1
3.57021,1.5266,1
-4.40367,1.129,-1
-0.0910977,-1.7329,-1
1.32038,-0.899869,1
2.47215,1.60595,1
2.56066,-0.17011,1
-2.44255,-0.332835,-1
4.09909,-0.569536,1
2.91986,-0.0938139,1
-3.00378,0.406934,-1
0.528428,-0.552324,1
-4.48759,-0.282174,-1
0.221717,-0.3343,1
2.90368,0.74044,1
2.04154,-0.819422,1
-4.75951,-0.392529,-1
2.31742,-1.13559,1
0.533616,-1.85705,-1
4.14212,-0.827357,1
3.75546,-0.553179,1
2.9693,-1.34251,1
-1.94571,0.556719,-1
-1.0506,-0.627888,-1
-0.181127,-1.93518,-1
-4.47417,0.536454,-1
1.51967,-0.427809,1
-4.99145,-1.1854,-1
2.68578,-1.06503,1
2.56188,-1.65917,1
-2.80267,-1.1091,-1
-3.45241,0.732872,-1
-4.42473,-0.654622,-1
1.70614,1.24741,1
-4.67315,1.85998,-1
-1.54134,0.455641,-1
1.97867,-0.797937,1
2.98151,1.86023,1
-0.637379,-0.300119,1
4.81719,-0.779015,1
1.35548,0.0899076,1
-2.04703,1.52782,1
-0.230262,0.0549943,1
3.74355,1.02792,1
-4.20713,-0.783044,-1
-3.99014,-0.988861,-1
-3.56777,1.48741,-1
-3.5699,-0.347362,-1
4.17997,0.865566,1
-1.91275,-1.37059,-1
-1.26179,1.54222,1
3.13837,0.954192,1
-4.53368,1.97705,-1
3.14203,0.00592065,1
-2.60002,0.00787377,-1
3.97885,-0.4073,1
-2.43492,-1.50633,-1
-2.30644,1.54125,1
-2.91986,0.996429,-1
-2.70623,-0.711386,-1
3.46156,1.08481,1
3.74844,-0.261544,1
3.87692,-0.530351,1
3.44783,-0.255196,1
1.09272,-1.12156,1
-4.59105,0.504105,-1
-3.26472,-0.165105,-1
-3.16248,-0.642415,-1
-1.44093,-0.172307,-1
-0.50737,0.550859,1
-3.14936,0.237373,-1
3.94467,0.84286,1
1.23035,-1.66564,1
0.463424,-0.972747,1
4.11679,-1.82922,1
0.22599,0.899869,1
2.30644,-1.24509,1
4.99329,1.4984,1
4.69329,-0.964324,1
3.67428,-0.959319,1
3.40205,1.41502,1
-3.53328,0.403516,-1
-1.25599,-0.73397,-1
-2.15629,-1.2927,-1
-3.29035,-0.243965,-1
4.73754,-1.88476,1
2.41813,1.65246,1
2.16605,-0.196356,1
-4.69115,-0.759606,-1
1.45039,0.725181,1
3.12708,-1.51524,1
2.35923,-0.234077,1
3.18171,-1.36094,1
