src_id,name,description,current_release_u,created,last_updated,userstamp,number_or_date,name_long,src_details,src_url,base_id_url,base_id_url_available,aux_required,aux_for_url,aux_description,private,name_label,src_class,keys_only,update_min,update_opt,update_max,update_j,update_comments,synonyms
12,atlas,"The Gene Expression Atlas is a semantically enriched database of meta-analysis based summary statistics over a curated subset of ArrayExpress Archive, servicing queries for condition-specific gene expression patterns as well as broader exploratory searches for biologically interesting genes/samples.",1,18-JUN-2012 09:00:01,28-SEP-2012 00:00:00,autoloader,date,Gene Expression Atlas,Currently extracted from compound names.,http://www.ebi.ac.uk/gxa/home,http://www.ebi.ac.uk/gxa/query?conditionQuery=,1,0,0,none,0,Atlas,2,0,100000,100000,100000,0,manual updates,0
7,chebi,ChEBI is a freely available dictionary of molecular entities focused on 'small' chemical compounds,62,24-NOV-2011 09:00:01,04-JAN-2019 00:00:00,autoloader,date,ChEBI (Chemical Entities of Biological Interest).,Std InChis (but no keys) provided on ftp site. Keys generated by UniChem. 'all star' compounds downloaded,http://www.ebi.ac.uk/chebi/downloadsForward.do,http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI%3A,1,0,0,none,0,ChEBI,2,0,25,30,50,0,monthly updates,
14,fdasrs,"The primary goal of the FDA/USP Substance Registration System (SRS) is to unambiguously define all substances present in regulated products. Once a substance has been defined, the SRS assigns a strong identifier that is permanently associated with the substance: a UNII (Unique Ingredient Identifier). This is a a non-proprietary, free, unique, unambiguous, nonsemantic, alphanumeric identifier based on a substances molecular structure and/or descriptive information.",20,05-APR-2013 00:00:00,07-NOV-2018 00:00:00,autoloader,date,FDA/USP Substance Registration System (SRS),Download of InChIKeys in file UNII Data  from http://fdasis.nlm.nih.gov/srs/jsp/srs/uniiListDownload.jsp,http://fdasis.nlm.nih.gov/srs/srs.jsp,http://fdasis.nlm.nih.gov/srs/ProxyServlet?mergeData=true&objectHandle=DBMaint&APPLICATION_NAME=fdasrs&actionHandle=default&nextPage=jsp/srs/ResultScreen.jsp&TXTSUPERLISTID=,1,0,0,none,0,FDA SRS,2,1,90,95,130,0,presumed to be quartely updates,
15,surechembl,"SureChEMBL automatically extracts chemistry from the full text of all major patent authorities. Compounds are derived from either chemical names found in text or in chemical depictions. All SureChEMBL compounds are included, except those failing UniChem loading rules.",207,05-APR-2013 00:00:00,01-JAN-2019 00:00:00,autoloader,date,SureChEMBL,Standard InChIs and InChIKeys provided by a direct feed from the SureChEMBL database,https://www.surechembl.org/search/,https://www.surechembl.org/chemical/,1,0,0,none,0,SureChEMBL,2,0,5,7,9,1,weekly,
21,pubchem_tpharma,A subset of the PubChem DB: from the original depositor 'Thomson Pharma'.,1,29-JUL-2013 00:00:00,30-JUL-2013 00:00:00,autoloader,date,PubChem ('Thomson Pharma' subset),"Mol files for SIDs downloaded manually, via PubChem interface, and Standard InChIs and Keys generated by InChI software. SIDs used as identifiers.",http://www.thomson-pharma.com/,http://pubchem.ncbi.nlm.nih.gov/substance/,1,0,0,none,0,PubChem: Thomson Pharma ,2,0,100000,100000,100000,0,Considered a static deposition into pubchem,
22,pubchem,A database of normalized PubChem compounds (CIDs) from the PubChem Database.,112,21-OCT-2013 00:00:00,25-DEC-2018 00:00:00,autoloader,date,PubChem Compounds,Standard InChIs and Keys provided on ftp site.,http://pubchem.ncbi.nlm.nih.gov,http://pubchem.ncbi.nlm.nih.gov/compound/,1,0,0,none,0,PubChem,2,0,12,14,18,1,fortnightly updates,
27,recon,A biochemical knowledge-base on human metabolism,1,13-OCT-2014 00:00:00,13-OCT-2014 00:00:00,autoloader,date,Recon,Standard InChIs and Keys provided by email,http://vmh.uni.lu,http://vmh.uni.lu/#metabolite/,1,0,0,none,0,Recon,2,0,100000,100000,100000,0,none,
28,molport,MolPort. A database designed to assist users find commercial sources of compounds. Access requires (free) registration. Only stock compounds included from Nov 2017.,15,17-OCT-2014 00:00:00,13-DEC-2018 00:00:00,autoloader,date,MolPort,"Standard InChIs and Keys provided on from MolPort ftp site, access on request.",https://www.molport.com/shop/index,https://www.molport.com/shop/molecule-link/,1,0,0,none,0,MolPort,2,0,25,30,40,1,monthly updates,
31,bindingdb,"A public, web-accessible database of measured binding affinities, focusing chiefly on the interactions of proteins considered to be drug-targets with small, drug-like molecules",48,27-FEB-2015 00:00:00,02-JAN-2019 00:00:00,autoloader,date,BindingDB,Standard InChIs and Keys available within a tsv file from download page.,https://www.bindingdb.org/bind/index.jsp,http://www.bindingdb.org/bind/chemsearch/marvin/MolStructure.jsp?monomerid=,1,0,0,none,0,BindingDB,2,0,27,30,34,0,Monthly updates,
29,nikkaji,Nakkaji (The Japan Chemical Substance Dictionary) is an organic compound dictionary database prepared by the Japan Science and Technology Agency (JST).,4,15-JAN-2015 00:00:00,09-APR-2018 00:00:00,autoloader,date,Nikkaji,Standard InChIs and Keys available from ftp site,http://jglobal.jst.go.jp/en/,http://jglobal.jst.go.jp/en/redirect?Nikkaji_No=,1,0,0,none,0,Nikkaji,2,0,350,365,380,1,annual updates,
32,comptox,"The foundation of chemical safety testing relies on chemistry information such as high-quality chemical structures and physicochemical properties. This information is used by scientists to predict the potential health risks of chemicals.The CompTox Dashboard is part of a suite of dashboards developed by EPA to help evaluate the safety of chemicals. It provides access to a variety of data and information on over 700,000 chemicals currently in use and of interest to environmental researchers. Within the CompTox Dashboard, users can access chemical structures, experimental and predicted physicochemical and toxicity data, and additional links to relevant websites and applications. It maps curated physicochemical property data associated with chemical substances to their corresponding chemical structures",2,12-JUL-2016 00:00:00,26-NOV-2018 00:00:00,autoloader,date,EPA (Environmental Protection Agency) CompTox Dashboard,Standard InChIs and Keys obtained from download page,https://comptox.epa.gov/dashboard/,https://comptox.epa.gov/dashboard/,1,0,0,none,0,EPA CompTox Dashboard,2,0,100000,100000,100000,0,none,
33,lipidmaps,"LIPID Metabolites And Pathways Strategy (LIPID MAPS) is a multi-institutional effort created to identify and quantitate, using a systems biology approach and sophisticated mass spectrometers, all of the major, and many minor, lipid species in mammalian cells, as well as to quantitate the changes in these species in response to perturbation",9,07-DEC-2016 00:00:00,07-DEC-2018 00:00:00,autoloader,date,LipidMaps,Standard InChIs and Keys obtained from download page,http://www.lipidmaps.org,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=,1,0,0,none,0,LipidMaps,2,0,90,95,130,0,Quarterly,
35,carotenoiddb,"A Database of information on naturally occurring carotenoids from many organisms, extracted  from the literature.",10,19-MAY-2017 00:00:00,11-JUL-2018 00:00:00,autoloader,date,Carotenoid Database,Standard InChIs and Keys available as a download,http://carotenoiddb.jp/index.html,http://carotenoiddb.jp/Entries/,1,0,0,none,0,CarotenoidDB,2,0,27,30,34,0,monthly,
36,metabolights,"A database for Metabolomics experiments and derived information. The database is cross-species, cross-technique and covers metabolite structures and their reference spectra as well as their biological roles, locations and concentrations, and experimental data from metabolic experiments.",8,12-JUN-2017 00:00:00,06-DEC-2018 00:00:00,autoloader,date,Metabolights,Standard InChIs and Keys available from FTP site,http://www.ebi.ac.uk/metabolights/,http://www.ebi.ac.uk/metabolights/,1,0,0,none,0,Metabolights,2,0,25,30,50,0,monthly,
37,brenda,A comprehensive Enzyme Information system containing enzyme functional data extracted directly from the primary literature.,3,03-JUL-2017 00:00:00,30-AUG-2018 00:00:00,autoloader,date,Brenda,Standard InChIKeys available as a download,http://www.brenda-enzymes.org/index.php,http://www.brenda-enzymes.org/ligand.php?brenda_ligand_id=,1,0,0,none,0,Brenda,2,1,180,190,230,0,"6 monthly, Jan and July",
17,pharmgkb,PharmGKB (Pharmacogenomics Knowledgebase) is a comprehensive resource that curates knowledge about the impact of genetic variation on drug response for clinicians and researchers.,20,24-APR-2013 00:00:00,06-DEC-2018 00:00:00,autoloader,date,PharmGKB,drugs.zip file from from download site https://www.pharmgkb.org/downloads/. Smiles contained in this file Converted to Std InChIs internally,http://www.pharmgkb.org,http://www.pharmgkb.org/drug/,1,0,0,none,0,PharmGKB,2,0,25,30,40,0,monthly updates,
18,hmdb,"The Human Metabolome Database (HMDB) is a freely available electronic database containing detailed information about small molecule metabolites found in the human body. It is intended to be used for applications in metabolomics, clinical chemistry, biomarker discovery and general education. The database is designed to contain or link three kinds of data: 1) chemical data, 2) clinical data, and 3) molecular biology/biochemistry data",10,06-JUN-2013 00:00:00,18-JUL-2018 00:00:00,autoloader,date,Human Metabolome Database (HMDB),"SD file download from source, converted to InChIs within UniChem",http://www.hmdb.ca,http://www.hmdb.ca/metabolites/,1,0,0,none,0,Human Metabolome Database,2,0,60,65,70,0,presumed to be annual,
24,nmrshiftdb2,"An NMR database (web database) for organic structures and their nuclear magnetic resonance (nmr) spectra. It allows for spectrum prediction (13C, 1H and other nuclei) as well as for searching spectra, structures and other properties. Last not least, it features peer-reviewed submission of datasets by its users.",58,01-MAY-2014 07:07:07,18-DEC-2018 00:00:00,autoloader,date,NMRShiftDB,Standard InChI and Keys available for download at http://nmrshiftdb.nmr.uni-koeln.de/nmrshiftdb2unichem.txt,http://nmrshiftdb.nmr.uni-koeln.de/portal/media-type/html/user/anon/page/default.psml/js_pane/P-Home,http://nmrshiftdb.org/molecule/,1,0,0,none,0,NMRShiftDB,2,0,25,30,40,0,monthly updates,
25,lincs,The LINCS DCIC facilitates and standardized the information relevant to LINCS assays as described in http://www.lincsproject.org/data/data-standards/,13,11-JUL-2014 00:00:00,12-SEP-2018 00:00:00,autoloader,date,Library of Integrated Network-based Cellular Signatures,Standard InChIs and Keys downloadable fromhttp://lincs-dcic.org/metadata/SmallMolecules,http://www.lincsproject.org/,http://identifiers.org/lincs.smallmolecule/,1,0,0,none,0,LINCS,2,0,90,95,130,0,quarterly updates,
39,chemicalbook,An online knowledge-base of chemicals and a platform of the Chinese domestic vendors in chemical industry,8,06-JUN-2018 14:00:00,03-JAN-2019 00:00:00,autoloader,date,ChemicalBook,Standard InChIs and Keys provided by email.,https://www.chemicalbook.com,https://www.chemicalbook.com/ChemicalProductProperty_EN_,1,0,0,none,0,ChemicalBook,2,0,25,30,40,0,approx 3 monthly updates,0
20,selleck,"Selleck Chemicals is a supplier of biochemical products, including over 1,000 inhibitor products",1,25-JUL-2013 00:00:00,26-JUL-2013 00:00:00,autoloader,date,Selleck,SD file provided by email. InChIs generated by UniChem,http://www.selleckchem.com,http://www.selleckchem.com/products/,1,1,1,Auxiliary data required to create URL. Append to bse URL instead of src_compound_id,0,Selleck,1,0,100000,100000,100000,0,Need to evaluate - currently default static set,
23,mcule,An online drug discovery platform with virtual screening and molecular modelling services.,2,17-JAN-2014 00:00:00,29-FEB-2016 00:00:00,autoloader,date,Mcule,Standard InChIs and Keys provided by email.,https://mcule.com,https://mcule.com/,1,0,0,none,0,Mcule,3,0,100000,100000,100000,1,quarterly updates,
26,actor,ACToR (Aggregated Computational Toxicology Resource),1,02-OCT-2014 00:00:00,06-OCT-2014 00:00:00,autoloader,date,ACToR,Standard InChIs and Keys generated from SMILES from DB download,https://actor.epa.gov,http://actor.epa.gov/actor/chemical.xhtml?casrn=,1,0,0,none,0,ACToR,2,0,100000,100000,100000,0,none,
34,drugcentral,"DrugCentral is an online drug information resource created and maintained by Division of Translational Informatics at University of New Mexico, providing information on active ingredients chemical entities, pharmaceutical products, drug mode of action, indications, pharmacologic action",5,24-FEB-2017 00:00:00,09-NOV-2018 00:00:00,autoloader,date,DrugCentral,Standard InChIs and Keys available as a download.,http://drugcentral.org,http://drugcentral.org/drugcard/,1,0,0,none,0,DrugCentral,2,0,90,95,130,0,Quarterly,
38,rhea,An expert curated resource of biochemical reactions designed for the annotation of enzymes and genome-scale metabolic networks and models,14,15-NOV-2017 00:00:00,14-DEC-2018 00:00:00,autoloader,date,Rhea,src_compound_ids  extracted from ChEBI download file.,http://www.rhea-db.org,http://www.rhea-db.org/searchresults?q=CHEBI:,1,0,0,none,0,Rhea,2,0,29,30,32,0,monthly,
