barcode,pos,SampleID,Concentration,Activity
LJ-PLATE-1,E1,SMP-49,0.9645934253935208,0.2965834414332268
LJ-PLATE-1,E2,SMP-50,0.2688203297758719,0.04762910595032288
LJ-PLATE-1,E3,SMP-51,0.5116230911465071,0.2796886158174844
LJ-PLATE-1,E4,SMP-52,0.7805130329965663,0.6009164567098189
LJ-PLATE-1,E5,SMP-53,0.8528849951954265,0.6308278047065908
LJ-PLATE-1,E6,SMP-54,0.295493122229599,0.0477434442914344
LJ-PLATE-1,E7,SMP-55,0.22393579031329602,0.049373473368483745
LJ-PLATE-1,E8,SMP-56,0.014779658647773863,0.18760646302898143
LJ-PLATE-1,E9,SMP-57,0.9970273546888628,0.6208924168350288
LJ-PLATE-1,E10,SMP-58,0.3622127666928545,0.1470433914486946
LJ-PLATE-1,E11,SMP-59,0.052205034593925004,0.8273650859044054
LJ-PLATE-1,E12,SMP-60,0.8369440749108055,0.51009471070034
LJ-PLATE-1,F1,SMP-61,0.5166292371063789,0.8923028148434211
LJ-PLATE-1,F2,SMP-62,0.12006341801897247,0.4772369916534087
LJ-PLATE-1,F3,SMP-63,0.6084357983764677,0.46385345645924814
LJ-PLATE-1,F4,SMP-64,0.06373697743805617,0.6016393483192946
LJ-PLATE-1,F5,SMP-65,0.4682634181448806,0.47476592482936475
LJ-PLATE-1,F6,SMP-66,0.20652183510212285,0.28832767857017505
LJ-PLATE-1,F7,SMP-67,0.5598454529683512,0.3677356229499036
LJ-PLATE-1,F8,SMP-68,0.5939322034586999,0.07018176455640279
LJ-PLATE-1,F9,SMP-69,0.32306686402662377,0.6838300363805572
LJ-PLATE-1,F10,SMP-70,0.0718166556544334,0.36219418768856126
LJ-PLATE-1,F11,SMP-71,0.23355663081893108,0.4128335844425688
LJ-PLATE-1,F12,SMP-72,0.26033557507393235,0.6672143308455032
LJ-PLATE-1,G1,SMP-73,0.2512408696220084,0.3284688480450402
LJ-PLATE-1,G2,SMP-74,0.9925772355565146,0.9272795039175303
LJ-PLATE-1,G3,SMP-75,0.689793785901839,0.09822370406846093
LJ-PLATE-1,G4,SMP-76,0.02210780901869991,0.21266170790444938
LJ-PLATE-1,G5,SMP-77,0.7337029232738466,0.01960144632741645
LJ-PLATE-1,G6,SMP-78,0.9300732174092943,0.5614628409337812
LJ-PLATE-1,G7,SMP-79,0.3871232606649111,0.006890190297279997
LJ-PLATE-1,G8,SMP-80,0.7871499675151867,0.286375638795098
LJ-PLATE-1,G9,SMP-81,0.11209100605663358,0.8511408772178581
LJ-PLATE-1,G10,SMP-82,0.33060464106184595,0.11102290329160236
LJ-PLATE-1,G11,SMP-83,0.7583491659805199,0.8446915642299436
LJ-PLATE-1,G12,SMP-84,0.4993878715032305,0.2968520963039879
LJ-PLATE-1,H1,SMP-85,0.44343026316594747,0.7962844566559737
LJ-PLATE-1,H2,SMP-86,0.42400635834556855,0.576337958394201
LJ-PLATE-1,H3,SMP-87,0.04499645636604399,0.36571819298807906
LJ-PLATE-1,H4,SMP-88,0.3053631576789093,0.13063640006167876
LJ-PLATE-1,H5,SMP-89,0.6212371162635579,0.7131027344366337
LJ-PLATE-1,H6,SMP-90,0.9721422974920194,0.7311291447908855
LJ-PLATE-1,H7,SMP-91,0.7356708743769684,0.35021169646234185
LJ-PLATE-1,H8,SMP-92,0.9302512427454261,0.2181993661914131
LJ-PLATE-1,H9,SMP-93,0.296442928942666,0.8971485784421424
LJ-PLATE-1,H10,SMP-94,0.17329001840731328,0.49061177706363823
LJ-PLATE-1,H11,SMP-95,0.7771942024329549,0.014519788382725496
LJ-PLATE-1,H12,SMP-96,0.4378656103851666,0.4713113627353611
LJ-PLATE-2,A1,SMP-97,0.9595018456944862,0.6872587704667976
LJ-PLATE-2,A2,SMP-98,0.15774795980194667,0.5692439803000565
LJ-PLATE-2,A3,SMP-99,0.7955959336181907,0.18070496644741585
LJ-PLATE-2,A4,SMP-100,0.2042094954107555,0.6350034464377604
LJ-PLATE-2,A5,SMP-101,0.5084504158556811,0.9349829819727041
LJ-PLATE-2,A6,SMP-102,0.6016403606216787,0.8091628602513214
LJ-PLATE-2,A7,SMP-103,0.212521661081421,0.8834032267415433
LJ-PLATE-2,A8,SMP-104,0.5469995536559009,0.9195274345410062
LJ-PLATE-2,A9,SMP-105,0.7499358963936748,0.9009670468159697
LJ-PLATE-2,A10,SMP-106,0.4215676681575098,0.2394469411871819
LJ-PLATE-2,A11,SMP-107,0.540911746558083,0.3028609209061849
LJ-PLATE-2,A12,SMP-108,0.8345988843264068,0.22117662938339488
LJ-PLATE-2,B1,SMP-109,0.880284659588612,0.5787923014130184
LJ-PLATE-2,B2,SMP-110,0.4993486376082117,0.5949722998611039
LJ-PLATE-2,B3,SMP-111,0.7007643917285812,0.2154896449605297
LJ-PLATE-2,B4,SMP-112,0.12410372414375082,0.8898915796165632
LJ-PLATE-2,B5,SMP-113,0.35832540711758754,0.8120004757095469
LJ-PLATE-2,B6,SMP-114,0.8277969490098426,0.596551992650162
LJ-PLATE-2,B7,SMP-115,0.04913098599350452,0.354203057052054
LJ-PLATE-2,B8,SMP-116,0.7292297556864714,0.2921748471733091
LJ-PLATE-2,B9,SMP-117,0.3614806260948725,0.6395585244184937
LJ-PLATE-2,B10,SMP-118,0.34584521504761534,0.6154989587526309
LJ-PLATE-2,B11,SMP-119,0.8670039659561564,0.9438787062447216
LJ-PLATE-2,B12,SMP-120,0.8608870941132498,0.52101889378324
LJ-PLATE-2,C1,SMP-121,0.1213519778865173,0.1815577951962427
LJ-PLATE-2,C2,SMP-122,0.5957307682019752,0.7483443625718549
LJ-PLATE-2,C3,SMP-123,0.7442446173024443,0.8608523694103184
LJ-PLATE-2,C4,SMP-124,0.048020869082052275,0.34924151218216803
LJ-PLATE-2,C5,SMP-125,0.8838004107211844,0.9721013274028968
LJ-PLATE-2,C6,SMP-126,0.710846078568543,0.9013007406220037
LJ-PLATE-2,C7,SMP-127,0.37583766134484786,0.8207177124166725
LJ-PLATE-2,C8,SMP-128,0.7390148641339068,0.23041432170851617
LJ-PLATE-2,C9,SMP-129,0.3834240125207914,0.6645109111075379
LJ-PLATE-2,C10,SMP-130,0.9639021848890748,0.17085230137987706
LJ-PLATE-2,C11,SMP-131,0.11230327371702187,0.11760153124234674
LJ-PLATE-2,C12,SMP-132,0.00641275055091195,0.2018784617928323
LJ-PLATE-2,D1,SMP-133,0.44142459330570705,0.16630988779157352
LJ-PLATE-2,D2,SMP-134,0.020453573325119212,0.13315524470661855
LJ-PLATE-2,D3,SMP-135,0.6054497508040525,0.002090599332512544
LJ-PLATE-2,D4,SMP-136,0.3520908856447861,0.6676670839500088
LJ-PLATE-2,D5,SMP-137,0.8005589703185775,0.2986348850696766
LJ-PLATE-2,D6,SMP-138,0.7764040509712145,0.8444554302225202
LJ-PLATE-2,D7,SMP-139,0.8513495471400874,0.36022070379837845
LJ-PLATE-2,D8,SMP-140,0.9640971569764006,0.01756641689343208
LJ-PLATE-2,D9,SMP-141,0.9805051076231318,0.8677074857862836
LJ-PLATE-2,D10,SMP-142,0.028465060722534297,0.3855925482103809
LJ-PLATE-2,D11,SMP-143,0.07648352003424186,0.7955901244801101
LJ-PLATE-2,D12,SMP-144,0.5371053514965688,0.9830926478585402
LJ-PLATE-2,E1,SMP-145,0.734321096077905,0.982346415056069
LJ-PLATE-2,E2,SMP-146,0.24271140719554074,0.1299690973564832
LJ-PLATE-2,E3,SMP-147,0.2784546811934365,0.8342859707169987
LJ-PLATE-2,E4,SMP-148,0.6018679034477322,0.01861657332773803
LJ-PLATE-2,E5,SMP-149,0.016390717207854122,0.1429505611892793
LJ-PLATE-2,E6,SMP-150,0.14643694346404357,0.03300924747909595
LJ-PLATE-2,E7,SMP-151,0.18815896523457376,0.02680374865911539
LJ-PLATE-2,E8,SMP-152,0.39242049342595253,0.678639503692115
LJ-PLATE-2,E9,SMP-153,0.40989771382995244,0.14740197576344272
LJ-PLATE-2,E10,SMP-154,0.37042402123677054,0.21689025451939115
LJ-PLATE-2,E11,SMP-155,0.31760035378513474,0.6826832420753521
LJ-PLATE-2,E12,SMP-156,0.5711040532469039,0.7076616840827417
LJ-PLATE-2,F1,SMP-157,0.45638794334547794,0.7053771874728675
LJ-PLATE-2,F2,SMP-158,0.32436717700236406,0.5954142008380877
LJ-PLATE-2,F3,SMP-159,0.12636991259533603,0.5274679453424824
LJ-PLATE-2,F4,SMP-160,0.35036789098339294,0.734145595977639
LJ-PLATE-2,F5,SMP-161,0.8959863755217597,0.6939619327950526
LJ-PLATE-2,F6,SMP-162,0.460741658313905,0.8144028097186407
LJ-PLATE-2,F7,SMP-163,0.7935820440929273,0.005226144128036125
LJ-PLATE-2,F8,SMP-164,0.5008634284618839,0.8121445188679419
LJ-PLATE-2,F9,SMP-165,0.4894952244878952,0.6060623578944796
LJ-PLATE-2,F10,SMP-166,0.22317401380511126,0.27283004187498594
LJ-PLATE-2,F11,SMP-167,0.8569275609798643,0.28928184340192975
LJ-PLATE-2,F12,SMP-168,0.08084026236702258,0.3223269429787009
LJ-PLATE-2,G1,SMP-169,0.8002291156362653,0.010117533614720897
LJ-PLATE-2,G2,SMP-170,0.12224247124637844,0.39914539076115507
LJ-PLATE-2,G3,SMP-171,0.1803648586018134,0.40656103312382896
LJ-PLATE-2,G4,SMP-172,0.7575833945468031,0.7614350277936933
LJ-PLATE-2,G5,SMP-173,0.10875413282886082,0.076430694013218
LJ-PLATE-2,G6,SMP-174,0.6483683628688655,0.8560086583276415
LJ-PLATE-2,G7,SMP-175,0.0486971817891072,0.4034325833408343
LJ-PLATE-2,G8,SMP-176,0.05774353141093869,0.3720373295649042
LJ-PLATE-2,G9,SMP-177,0.9991329337426962,0.1930302224210354
LJ-PLATE-2,G10,SMP-178,0.5764409220555289,0.3900921855999113
LJ-PLATE-2,G11,SMP-179,0.6502710294318564,0.9765624014707298
LJ-PLATE-2,G12,SMP-180,0.3961792535391203,0.44870236292311294
LJ-PLATE-2,H1,SMP-181,0.4900645767021059,0.33243806833064227
LJ-PLATE-2,H2,SMP-182,0.5427830843228434,0.7129889761291236
LJ-PLATE-2,H3,SMP-183,0.25245152994780473,0.8836534028705195
LJ-PLATE-2,H4,SMP-184,0.6468074077072223,0.8949069918612309
LJ-PLATE-2,H5,SMP-185,0.5644586182984225,0.5557446646143357
LJ-PLATE-2,H6,SMP-186,0.23109203395930178,0.8750126020550535
LJ-PLATE-2,H7,SMP-187,0.1453385258000971,0.48006118748861903
LJ-PLATE-2,H8,SMP-188,0.14336015444726313,0.4501021268201425
LJ-PLATE-2,H9,SMP-189,0.07184776776553414,0.5751834878833338
LJ-PLATE-2,H10,SMP-190,0.5919788737612474,0.16421858031805425
LJ-PLATE-2,H11,SMP-191,0.008933780336784491,0.6121978945968395
LJ-PLATE-2,H12,SMP-192,0.5640039616421554,0.8102265800017515
LJ-PLATE-3,A1,SMP-193,0.39906881590634036,0.7529763317577193
LJ-PLATE-3,A2,SMP-194,0.38743030396992684,0.7414198489743583
LJ-PLATE-3,A3,SMP-195,0.98536875718117,0.11022009841602454
LJ-PLATE-3,A4,SMP-196,0.49591904281003596,0.6386929604554451
LJ-PLATE-3,A5,SMP-197,0.05038275602047104,0.6996278301340978
LJ-PLATE-3,A6,SMP-198,0.5810471429085292,0.41433614117612905
LJ-PLATE-3,A7,SMP-199,0.2594777927815529,0.8350381815321971
LJ-PLATE-3,A8,SMP-200,0.3797222511675411,0.7842462487089091
LJ-PLATE-3,A9,SMP-201,0.433322535487893,0.08418597934722927
LJ-PLATE-3,A10,SMP-202,0.5400602938434368,0.8811124303683733
LJ-PLATE-3,A11,SMP-203,0.8200619722659837,0.9352229846209463
LJ-PLATE-3,A12,SMP-204,0.050853322932674194,0.5869378296843328
LJ-PLATE-3,B1,SMP-205,0.658037811721059,0.46767445201592506
LJ-PLATE-3,B2,SMP-206,0.69279915360312,0.07639390064404639
LJ-PLATE-3,B3,SMP-207,0.6174310161198946,0.9290021511979863
LJ-PLATE-3,B4,SMP-208,0.044429827164216285,0.9993653152045402
LJ-PLATE-3,B5,SMP-209,0.12552477783556648,0.22451898782990387
LJ-PLATE-3,B6,SMP-210,0.4091456077596791,0.9926609253547439
LJ-PLATE-3,B7,SMP-211,0.6810121923165245,0.956005688255727
LJ-PLATE-3,B8,SMP-212,0.7457965011552933,0.26336081890741925
LJ-PLATE-3,B9,SMP-213,0.7775781379467961,0.7252226667409483
LJ-PLATE-3,B10,SMP-214,0.0677612782846645,0.7406971331497548
LJ-PLATE-3,B11,SMP-215,0.5679943252355149,0.13083723722545837
LJ-PLATE-3,B12,SMP-216,0.17563692502203998,0.5880669839376865
LJ-PLATE-3,C1,SMP-217,0.09865182420479668,0.4775941913772561
LJ-PLATE-3,C2,SMP-218,0.9690764615734997,0.49296819611729614
LJ-PLATE-3,C3,SMP-219,0.6122718634632182,0.3653219866348659
LJ-PLATE-3,C4,SMP-220,0.4854171091544365,0.7015273570458507
LJ-PLATE-3,C5,SMP-221,0.9087750416111268,0.1381670050998558
LJ-PLATE-3,C6,SMP-222,0.05694050348533186,0.16939706266991905
LJ-PLATE-3,C7,SMP-223,0.1809586621569651,0.3799670012682037
LJ-PLATE-3,C8,SMP-224,0.9133680357281002,0.5744727680224295
LJ-PLATE-3,C9,SMP-225,0.2592985114447486,0.060816732907811755
LJ-PLATE-3,C10,SMP-226,0.1479486143277875,0.6967497552623899
LJ-PLATE-3,C11,SMP-227,0.11551745215458653,0.8747610892417169
LJ-PLATE-3,C12,SMP-228,0.8592456443163974,0.06570434138453252
LJ-PLATE-3,D1,SMP-229,0.4875982427458293,0.41735300565018596
LJ-PLATE-3,D2,SMP-230,0.15973954237464427,0.019716540030676022
LJ-PLATE-3,D3,SMP-231,0.15980184003160647,0.36931737033696677
LJ-PLATE-3,D4,SMP-232,0.12369497817362995,0.892300104532349
LJ-PLATE-3,D5,SMP-233,0.255881369002791,0.904797982763481
LJ-PLATE-3,D6,SMP-234,0.005522827212942283,0.8485127904840236
LJ-PLATE-3,D7,SMP-235,0.007090898103210175,0.9389803199459542
LJ-PLATE-3,D8,SMP-236,0.7092419088377976,0.9933063869283175
LJ-PLATE-3,D9,SMP-237,0.6195560130200763,0.6996729869290761
LJ-PLATE-3,D10,SMP-238,0.8960856838554521,0.06589062521255284
LJ-PLATE-3,D11,SMP-239,0.6414722444409838,0.20423845413006558
LJ-PLATE-3,D12,SMP-240,0.5458142375170496,0.836416917180808
LJ-PLATE-3,E1,SMP-241,0.7437659325451936,0.18434199895647563
LJ-PLATE-3,E2,SMP-242,0.5346644969340599,0.7464949326812153
LJ-PLATE-3,E3,SMP-243,0.9047164993866254,0.29678330886874327
LJ-PLATE-3,E4,SMP-244,0.970601152890889,0.7700768031945495
LJ-PLATE-3,E5,SMP-245,0.03288683557370864,0.6707380548642465
LJ-PLATE-3,E6,SMP-246,0.8744123539488283,0.3471854008175055
LJ-PLATE-3,E7,SMP-247,0.13172704165843818,0.036069668236415775
LJ-PLATE-3,E8,SMP-248,0.18774551110245985,0.7601379056162515
LJ-PLATE-3,E9,SMP-249,0.6771411135416692,0.6841575692305211
LJ-PLATE-3,E10,SMP-250,0.09621847159886543,0.0014247092012091844
LJ-PLATE-3,E11,SMP-251,0.5215837719076947,0.40445819053372156
LJ-PLATE-3,E12,SMP-252,0.3202992572972073,0.6946011592148699
LJ-PLATE-3,F1,SMP-253,0.3962578921042197,0.44586141009148583
LJ-PLATE-3,F2,SMP-254,0.3053376171272373,0.17025608412191906
LJ-PLATE-3,F3,SMP-255,0.23283395838758703,0.5597250743416188
LJ-PLATE-3,F4,SMP-256,0.9955477556856821,0.7353450144700707
LJ-PLATE-3,F5,SMP-257,0.4695022233015562,0.30619749822987763
LJ-PLATE-3,F6,SMP-258,0.8430039149533314,0.5819696196354849
LJ-PLATE-3,F7,SMP-259,0.27736420648545523,0.7778228950803328
LJ-PLATE-3,F8,SMP-260,0.1569493088955073,0.7861915004127747
LJ-PLATE-3,F9,SMP-261,0.19366416761443472,0.8204760867058128
LJ-PLATE-3,F10,SMP-262,0.5687075262189061,0.08671985258463644
LJ-PLATE-3,F11,SMP-263,0.3443646462120027,0.9343829939135959
LJ-PLATE-3,F12,SMP-264,0.41890113468508183,0.06176101770851561
LJ-PLATE-3,G1,SMP-265,0.9963076319835885,0.12441415639557729
LJ-PLATE-3,G2,SMP-266,0.44347781532938135,0.004690455885683287
LJ-PLATE-3,G3,SMP-267,0.26011608715447865,0.1356817090780742
LJ-PLATE-3,G4,SMP-268,0.708974089476299,0.38018526029020683
LJ-PLATE-3,G5,SMP-269,0.44488407287645104,0.8151526147888991
LJ-PLATE-3,G6,SMP-270,0.643987195572953,0.5883277281679751
LJ-PLATE-3,G7,SMP-271,0.8564532033979508,0.4801934089747337
LJ-PLATE-3,G8,SMP-272,0.6891008395365925,0.05692168071859649
LJ-PLATE-3,G9,SMP-273,0.34754354218924144,0.6085869848590224
LJ-PLATE-3,G10,SMP-274,0.8151428596091076,0.7437603820347761
LJ-PLATE-3,G11,SMP-275,0.6825811202521453,0.8222645977042634
LJ-PLATE-3,G12,SMP-276,0.2925055727539857,0.1614069389552939
LJ-PLATE-3,H1,SMP-277,0.45875388723329613,0.30854268202937996
LJ-PLATE-3,H2,SMP-278,0.34691389684776963,0.6558766489968753
LJ-PLATE-3,H3,SMP-279,0.7036726078674321,0.3042563827320329
LJ-PLATE-3,H4,SMP-280,0.03616142065864347,0.20616244407961304
LJ-PLATE-3,H5,SMP-281,0.2832532019957509,0.5777972905727772
LJ-PLATE-3,H6,SMP-282,0.8180078355166303,0.3785471021842355
LJ-PLATE-3,H7,SMP-283,0.7728209138456954,0.5965125756649522
LJ-PLATE-3,H8,SMP-284,0.7988031840073433,0.0284154223371762
LJ-PLATE-3,H9,SMP-285,0.6336264677221389,0.37949249435380705
LJ-PLATE-3,H10,SMP-286,0.21219084030581392,0.5703923379654648
LJ-PLATE-3,H11,SMP-287,0.9894701968189317,0.5645402339250893
LJ-PLATE-3,H12,SMP-288,0.2216320457013582,0.8024127321869674
LJ-PLATE-4,A1,SMP-289,0.7515062310545155,0.3416780498083508
LJ-PLATE-4,A2,SMP-290,0.9975788756357731,0.025234815084355322
LJ-PLATE-4,A3,SMP-291,0.048145908308858676,0.4410080355863991
LJ-PLATE-4,A4,SMP-292,0.963057385984244,0.32386222798574427
LJ-PLATE-4,A5,SMP-293,0.6585680934171062,0.3404614104018334
LJ-PLATE-4,A6,SMP-294,0.1721959113729924,0.5206657814591876
LJ-PLATE-4,A7,SMP-295,0.11189740020607386,0.5787466854079
LJ-PLATE-4,A8,SMP-296,0.9357730876028273,0.5512129441768955
LJ-PLATE-4,A9,SMP-297,0.09515802583480837,0.6015401762558227
LJ-PLATE-4,A10,SMP-298,0.7769843762750137,0.15777781168719918
LJ-PLATE-4,A11,SMP-299,0.7288679755672395,0.7679095270584132
LJ-PLATE-4,A12,SMP-300,0.44293891116995043,0.777263942672107
LJ-PLATE-4,B1,SMP-301,0.02257225832795473,0.11623477943706584
LJ-PLATE-4,B2,SMP-302,0.9318913919584906,0.4569442574696022
LJ-PLATE-4,B3,SMP-303,0.08775008290093067,0.84491017432326
LJ-PLATE-4,B4,SMP-304,0.9571614547413972,0.014743216676315174
LJ-PLATE-4,B5,SMP-305,0.506667482441553,0.6216568565604145
LJ-PLATE-4,B6,SMP-306,0.07867606711862307,0.8327165728361524
LJ-PLATE-4,B7,SMP-307,0.21648126348732832,0.5414980992584978
LJ-PLATE-4,B8,SMP-308,0.6361734422820262,0.8508035633454387
LJ-PLATE-4,B9,SMP-309,0.9784811668060004,0.12746951785324923
LJ-PLATE-4,B10,SMP-310,0.7483538334832546,0.7042388608498307
LJ-PLATE-4,B11,SMP-311,0.20851674863678527,0.20838298871479355
LJ-PLATE-4,B12,SMP-312,0.7425411009315896,0.9216692261835254
LJ-PLATE-4,C1,SMP-313,0.3522286370243176,0.572934798813145
LJ-PLATE-4,C2,SMP-314,0.5628717835837295,0.061753612633117405
LJ-PLATE-4,C3,SMP-315,0.0377066161158659,0.3697771442852108
LJ-PLATE-4,C4,SMP-316,0.9408759612845935,0.7900162011189695
LJ-PLATE-4,C5,SMP-317,0.8130619072186591,0.49082245828981763
LJ-PLATE-4,C6,SMP-318,0.5160994442755447,0.69525444155847
LJ-PLATE-4,C7,SMP-319,0.4584951255348221,0.421228089674212
LJ-PLATE-4,C8,SMP-320,0.3134890247551516,0.5262899700369391
LJ-PLATE-4,C9,SMP-321,0.3364958619429599,0.7047828296435741
LJ-PLATE-4,C10,SMP-322,0.980415577855854,0.027361633141248398
LJ-PLATE-4,C11,SMP-323,0.43004908133990327,0.1057548567501394
LJ-PLATE-4,C12,SMP-324,0.33082123882821224,0.5666530697814376
LJ-PLATE-4,D1,SMP-325,0.8948707762738579,0.8732047606018867
LJ-PLATE-4,D2,SMP-326,0.585713250680963,0.9672102490849087
LJ-PLATE-4,D3,SMP-327,0.7816676445976799,0.4632411416474804
LJ-PLATE-4,D4,SMP-328,0.5264017186380096,0.8864238006737097
LJ-PLATE-4,D5,SMP-329,0.8393291816767221,0.18848021067986587
LJ-PLATE-4,D6,SMP-330,0.15026050810084068,0.8929735467833797
LJ-PLATE-4,D7,SMP-331,0.23436792747252833,0.7589719066911229
LJ-PLATE-4,D8,SMP-332,0.2626658883769256,0.16481927961945497
LJ-PLATE-4,D9,SMP-333,0.830701160966709,0.6864724242064363
LJ-PLATE-4,D10,SMP-334,0.8015354064214312,0.24930428623811796
LJ-PLATE-4,D11,SMP-335,0.030532446733525842,0.3505727265789237
LJ-PLATE-4,D12,SMP-336,0.552454452676286,0.10556929777084156
LJ-PLATE-4,E1,SMP-337,0.4109404640760874,0.6385256887442387
LJ-PLATE-4,E2,SMP-338,0.6760768847684617,0.6322953925741672
LJ-PLATE-4,E3,SMP-339,0.18038813441215273,0.7386106752310164
LJ-PLATE-4,E4,SMP-340,0.3479092844700479,0.22393124834930211
LJ-PLATE-4,E5,SMP-341,0.4721549279091676,0.6896074054775565
LJ-PLATE-4,E6,SMP-342,0.8641757434822102,0.176205905620192
LJ-PLATE-4,E7,SMP-343,0.17886182682154816,0.8176371896504131
LJ-PLATE-4,E8,SMP-344,0.6268277728505101,0.2979832051756631
LJ-PLATE-4,E9,SMP-345,0.668521517375116,0.048111562009739095
LJ-PLATE-4,E10,SMP-346,0.5287113280055307,0.6661210554830549
LJ-PLATE-4,E11,SMP-347,0.8580509447750614,0.11315200414104609
LJ-PLATE-4,E12,SMP-348,0.8844784945593989,0.5576464807396208
LJ-PLATE-4,F1,SMP-349,0.041927676841731154,0.953829616670761
LJ-PLATE-4,F2,SMP-350,0.44996525778131036,0.3101209171941144
LJ-PLATE-4,F3,SMP-351,0.1273157094913635,0.3823123957677731
LJ-PLATE-4,F4,SMP-352,0.5543944111892292,0.006917012458267147
LJ-PLATE-4,F5,SMP-353,0.5592194121856537,0.05873701414823629
LJ-PLATE-4,F6,SMP-354,0.34158479989861645,0.10028301028127407
LJ-PLATE-4,F7,SMP-355,0.26214149737351056,0.27091346220077805
LJ-PLATE-4,F8,SMP-356,0.8761437832368415,0.4144273910063063
LJ-PLATE-4,F9,SMP-357,0.7761309733741768,0.5317779531478801
LJ-PLATE-4,F10,SMP-358,0.6675437382247584,0.09088917595959656
LJ-PLATE-4,F11,SMP-359,0.16876795734785233,0.5649736119020827
LJ-PLATE-4,F12,SMP-360,0.24098551777655497,0.34041442446348813
LJ-PLATE-4,G1,SMP-361,0.24398744980281517,0.740370230533257
LJ-PLATE-4,G2,SMP-362,0.9336612398643304,0.48434530604786485
LJ-PLATE-4,G3,SMP-363,0.8745584195686088,0.3542424070745289
LJ-PLATE-4,G4,SMP-364,0.22617626229173482,0.1349680151843765
LJ-PLATE-4,G5,SMP-365,0.954933418428929,0.5102277687840936
LJ-PLATE-4,G6,SMP-366,0.9554874488671777,0.49545795635719614
LJ-PLATE-4,G7,SMP-367,0.816032244133062,0.7838673953798886
LJ-PLATE-4,G8,SMP-368,0.7181433181592423,0.6701352190567674
