molregno,canonical_smiles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAliphaticCarbocycles,NOCount,NumSaturatedRings,NumAromaticCarbocycles,NHOHCount,RingCount,NumRotatableBonds,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumHeteroatoms,NumAliphaticRings,FractionCSP3,HeavyAtomCount,NumAromaticRings,NumHAcceptors,NumHDonors,Embed_X_1,Embed_Y_1
1480031,OC(COc1ccc(Cl)cc1)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,4,1,2,1,3,7,0,0,8,1,0.42857,29,2,4,1,-1.859268308,0.719032407
1480032,OC(COc1ccc(Br)cc1)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,4,1,2,1,3,7,0,0,8,1,0.42857,29,2,4,1,-1.864293814,0.712776899
1480033,COC(=O)c1ccccc1OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,6,1,2,1,3,8,0,0,9,1,0.43478,32,2,6,1,-1.856702685,0.717721045
1480063,CCC1(CC)CC(CCNC(=O)c2ccc(OC)cc2)OC1=O,1,1,0,5,1,1,1,2,7,0,0,5,1,0.55556,23,1,4,1,-0.687665105,-0.297454327
1480034,COc1ccc(cc1)N(Cc2ccccc2)Cc3ccc(OC)c(O)c3,0,0,0,4,0,3,1,3,7,0,0,4,0,0.18182,26,3,4,1,-1.410421133,-0.329906583
1480035,COc1ccc(cc1)N(Cc2ccc(Br)cc2)Cc3ccc(OC)c(O)c3,0,0,0,4,0,3,1,3,7,0,0,5,0,0.18182,27,3,4,1,-1.421252489,-0.339374602
1480036,COc1ccc(cc1)N(Cc2ccc(F)cc2)Cc3ccc(OC)c(O)c3,0,0,0,4,0,3,1,3,7,0,0,5,0,0.18182,27,3,4,1,-1.413723826,-0.333022535
1480037,COc1ccc(cc1)N(Cc2ccc(Cl)cc2)Cc3ccc(OC)c(O)c3,0,0,0,4,0,3,1,3,7,0,0,5,0,0.18182,27,3,4,1,-1.412918329,-0.332142681
1480068,CCCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCCC)C,0,1,0,6,0,1,1,3,8,1,0,8,1,0.375,32,2,7,1,-2.574530125,0.347363174
1480038,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(Cl)cc3Cl)cc1O,0,0,0,3,0,3,1,3,8,0,0,6,0,0.21739,29,3,3,1,-1.475803852,-0.387819588
1480039,COc1ccc(CN(Cc2ccccc2)Cc3ccc(Br)cc3)cc1O,0,0,0,3,0,3,1,3,7,0,0,4,0,0.18182,26,3,3,1,-1.4364779,-0.349467635
1480040,COc1ccc(CN(CCc2ccccc2)Cc3ccccc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,3,0,0.21739,26,3,3,1,-1.45119679,-0.361402512
1480041,COc1ccc(CCN(Cc2ccccc2)Cc3ccc(OC)c(O)c3)cc1,0,0,0,4,0,3,1,3,9,0,0,4,0,0.25,28,3,4,1,-1.454700232,-0.364998698
1480210,COc1ccc2cc(ccc2c1)C(C)C(=O)N3CCCC3C(=O)OCCCc4cccnc4,1,1,0,6,1,2,0,4,8,1,0,6,1,0.37037,33,3,5,0,0.117279157,-0.768196225
1480042,COc1ccc(CN(Cc2ccccc2)c3ccc(Br)cc3)cc1O,0,0,0,3,0,3,1,3,6,0,0,4,0,0.14286,25,3,3,1,-1.421183348,-0.338448912
1480043,COc1ccc(CN(Cc2ccccc2)c3cccc(Cl)c3)cc1O,0,0,0,3,0,3,1,3,6,0,0,4,0,0.14286,25,3,3,1,-1.423427343,-0.340739012
1480044,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccccc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,4,0,0.21739,27,3,3,1,-1.458179593,-0.369532377
1480045,COc1ccc(CN(CCc2ccc(OC)c(OC)c2)Cc3ccccc3)cc1O,0,0,0,5,0,3,1,3,10,0,0,5,0,0.28,30,3,5,1,-1.449582815,-0.360438198
1480069,CC(C)OC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)C)C,0,1,0,6,0,1,1,3,6,1,0,8,1,0.375,32,2,7,1,-2.62243557,0.375962704
1480046,COc1ccc(CCN(Cc2ccc(Br)cc2)Cc3ccc(OC)c(O)c3)cc1,0,0,0,4,0,3,1,3,9,0,0,5,0,0.25,29,3,4,1,-1.462694526,-0.37305364
1480047,COc1ccc(CN(Cc2ccc(Br)cc2)c3ccc(Br)cc3)cc1O,0,0,0,3,0,3,1,3,6,0,0,5,0,0.14286,26,3,3,1,-1.418982744,-0.336672843
1480048,COc1ccc(CN(Cc2ccc(Br)cc2)c3cccc(Cl)c3)cc1O,0,0,0,3,0,3,1,3,6,0,0,5,0,0.14286,26,3,3,1,-1.424935102,-0.342167675
1480049,COc1ccc(CN(CCc2ccc(OC)c(OC)c2)Cc3ccc(Br)cc3)cc1O,0,0,0,5,0,3,1,3,10,0,0,6,0,0.28,31,3,5,1,-1.454402328,-0.364628613
1487562,CCCN1OC(=CC1=O)C,0,0,0,3,0,0,0,1,2,1,0,3,0,0.57143,10,1,3,0,0.495267421,0.909771502
1480050,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(F)cc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,5,0,0.21739,28,3,3,1,-1.456125498,-0.366859168
1480051,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3cccc(Cl)c3)cc1O,0,0,0,3,0,3,1,3,8,0,0,5,0,0.21739,28,3,3,1,-1.460407734,-0.374556899
1480052,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(Cl)cc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,5,0,0.21739,28,3,3,1,-1.464066386,-0.375694036
1480053,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(Br)cc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,5,0,0.21739,28,3,3,1,-1.457286,-0.368598133
1500188,CC(C)(NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N[C@@H](CC(=O)N)C(=O)O,0,0,0,37,0,1,32,1,46,0,0,37,0,0.61111,91,1,19,25,-1.977274537,-0.156862512
1480054,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(C)cc3)cc1O,0,0,0,3,0,3,1,3,8,0,0,4,0,0.25,28,3,3,1,-1.460600495,-0.372548789
1480055,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3c(F)c(F)c(F)c(F)c3F)cc1O,0,0,0,3,0,3,1,3,8,0,0,9,0,0.21739,32,3,3,1,-1.459895253,-0.370721191
1480056,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(Cl)c(Cl)c3)cc1O,0,0,0,3,0,3,1,3,8,0,0,6,0,0.21739,29,3,3,1,-1.46100533,-0.372358501
1480057,COc1ccc(CN(CCc2ccc(Br)cc2)Cc3ccc(cc3)C(C)(C)C)cc1O,0,0,0,3,0,3,1,3,8,0,0,4,0,0.33333,31,3,3,1,-1.458075762,-0.369248271
1480070,CC(C)COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCC(C)C)C,0,1,0,6,0,1,1,3,8,1,0,8,1,0.42308,34,2,7,1,-2.600123405,0.3473818
1480058,[I-].C[N+](C)(C)C[C@H]1CO[C@@H](O1)C(c2ccccc2)c3ccccc3,1,1,0,3,1,2,0,3,5,0,0,4,1,0.4,24,2,2,0,0.147237271,-0.419466347
1480059,CCC1(CC)CC(CNC(=O)c2ccc(Br)cc2)OC1=O,1,1,0,4,1,1,1,2,5,0,0,5,1,0.5,21,1,3,1,-0.707244575,-0.306979924
1480060,CCC1(CC)CC(CO)OC1=O,1,1,0,3,1,0,1,1,3,0,0,3,1,0.88889,12,0,3,1,-0.674943209,-0.296207905
1480061,CCC1(CC)CC(CCNC(=O)c2ccc(Br)cc2)OC1=O,1,1,0,4,1,1,1,2,6,0,0,5,1,0.52941,22,1,3,1,-0.690702081,-0.309518367
1480062,CCC1(CC)CC(CCNC(=O)c2ccc(C)cc2)OC1=O,1,1,0,4,1,1,1,2,6,0,0,4,1,0.55556,22,1,3,1,-0.687658668,-0.301778764
1480071,CC1=C(C(C(=C(C)N1)C(=O)OC(C)(C)C)c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)(C)C,0,1,0,6,0,1,1,3,4,1,0,8,1,0.42308,34,2,7,1,-2.602002382,0.370505691
1480064,CCCCCCCC(=O)NCCC1CC(CC)(CC)C(=O)O1,1,1,0,4,1,0,1,1,11,0,0,4,1,0.88889,22,0,3,1,-0.662282228,-0.307877064
1480065,CC(=O)C(=O)c1cc2c(cn1)[nH]c3ccccc23,0,0,0,4,0,1,1,3,2,2,0,4,0,0.07143,18,3,3,1,0.263152719,0.62298584
1480066,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC)C,0,1,0,6,0,1,1,3,4,1,0,8,1,0.25,28,2,7,1,-2.605617762,0.382521927
1480067,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCC)C,0,1,0,6,0,1,1,3,6,1,0,8,1,0.31818,30,2,7,1,-2.598097563,0.365612268
1480072,CC1=C(C(C(=C(C)N1)C(=O)OC2CCCC2)c3csc(n3)c4ccc(Cl)cc4)C(=O)OC5CCCC5,0,1,2,6,2,1,1,5,6,1,2,8,3,0.46429,36,2,7,1,-2.633872509,0.406043559
1480073,CC1=C(C(C(=C(C)N1)C(=O)OC2CCCCC2)c3csc(n3)c4ccc(Cl)cc4)C(=O)OC5CCCCC5,0,1,2,6,2,1,1,5,6,1,2,8,3,0.5,38,2,7,1,-2.641223907,0.414894104
1480074,CC1=C(C(C(=C(C)N1)C(=O)OCc2ccccc2)c3csc(n3)c4ccc(Cl)cc4)C(=O)OCc5ccccc5,0,1,0,6,0,3,1,5,8,1,0,8,1,0.15625,40,4,7,1,-2.576938152,0.353627741
1480075,CC1=C(C(C(=C(C)N1)C(=O)OCCc2ccccc2)c3csc(n3)c4ccc(Cl)cc4)C(=O)OCCc5ccccc5,0,1,0,6,0,3,1,5,10,1,0,8,1,0.20588,42,4,7,1,-2.573425055,0.357618451
1480076,CC(OC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)c4ccccc4)C)c5ccccc5,0,1,0,6,0,3,1,5,8,1,0,8,1,0.20588,42,4,7,1,-2.619205713,0.382640928
1480077,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC)C,0,1,0,6,0,1,1,3,5,1,0,8,1,0.28571,29,2,7,1,-2.610350847,0.37396577
1480088,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC4CCCCC4)C,0,1,1,6,1,1,1,4,5,1,1,8,2,0.4,33,2,7,1,-2.631630659,0.403505653
1480078,CCCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC)C,0,1,0,6,0,1,1,3,6,1,0,8,1,0.31818,30,2,7,1,-2.598521948,0.360679805
1480079,CCCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCC)C,0,1,0,6,0,1,1,3,7,1,0,8,1,0.34783,31,2,7,1,-2.588264704,0.367505878
1480080,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)C)C,0,1,0,6,0,1,1,3,5,1,0,8,1,0.31818,30,2,7,1,-2.621929884,0.381381303
1480081,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)C)C,0,1,0,6,0,1,1,3,6,1,0,8,1,0.34783,31,2,7,1,-2.607806921,0.375991762
1480082,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCC(C)C)C,0,1,0,6,0,1,1,3,6,1,0,8,1,0.34783,31,2,7,1,-2.603789806,0.360220075
1480083,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCC(C)C)C,0,1,0,6,0,1,1,3,7,1,0,8,1,0.375,32,2,7,1,-2.60760808,0.354575515
1480084,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)(C)C)C,0,1,0,6,0,1,1,3,4,1,0,8,1,0.34783,31,2,7,1,-2.602550983,0.381980211
1480085,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)(C)C)C,0,1,0,6,0,1,1,3,5,1,0,8,1,0.375,32,2,7,1,-2.600738764,0.365979403
1480086,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC4CCCC4)C,0,1,1,6,1,1,1,4,5,1,1,8,2,0.375,32,2,7,1,-2.632671595,0.406080723
1480087,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC4CCCC4)C,0,1,1,6,1,1,1,4,6,1,1,8,2,0.4,33,2,7,1,-2.632097006,0.405402988
1480090,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCc4ccccc4)C,0,1,0,6,0,2,1,4,6,1,0,8,1,0.19231,34,3,7,1,-2.586392641,0.372007132
1480091,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCc4ccccc4)C,0,1,0,6,0,2,1,4,7,1,0,8,1,0.22222,35,3,7,1,-2.590651512,0.366913468
1480092,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCCc4ccccc4)C,0,1,0,6,0,2,1,4,7,1,0,8,1,0.22222,35,3,7,1,-2.571199417,0.355811805
1480093,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OCCc4ccccc4)C,0,1,0,6,0,2,1,4,8,1,0,8,1,0.25,36,3,7,1,-2.582559586,0.361466557
1480094,COC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)c4ccccc4)C,0,1,0,6,0,2,1,4,6,1,0,8,1,0.22222,35,3,7,1,-2.613300085,0.381039351
1511823,CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,64,0,0,13,2,0.97368,89,0,13,6,-0.38107866,-0.222623035
1480095,CCOC(=O)C1=C(C)NC(=C(C1c2csc(n2)c3ccc(Cl)cc3)C(=O)OC(C)c4ccccc4)C,0,1,0,6,0,2,1,4,7,1,0,8,1,0.25,36,3,7,1,-2.609591007,0.365659416
1480096,COC(=O)C1=C[C@@H](O)[C@@H](O)[C@H](C)C1,0,0,1,4,0,0,2,1,1,0,0,4,1,0.66667,13,0,4,2,-0.624167204,-0.19970189
1480098,Oc1ccc(cc1)[C@H]2CC(=O)c3c(O)cc(Oc4c(O)cc5O[C@H](CC(=O)c5c4O)c6ccc(O)cc6)cc3O2,0,2,0,10,0,4,5,6,4,0,0,10,2,0.13333,40,4,10,5,0.359926224,-0.619805574
1480099,O=C(N\N=C/1\C(=O)Nc2ccccc12)NN3C(=O)c4ccccc4N=C3c5ccccc5,0,1,0,9,0,3,3,5,3,1,0,9,1,0,32,4,6,3,0.011377505,0.494884938
1480100,COc1cc(\C=N\NC(=O)NN2C(=O)c3ccccc3N=C2c4ccccc4)ccc1O,0,0,0,9,0,3,3,4,5,1,0,9,0,0.04348,32,4,7,3,0.010188465,0.492974281
1480101,CC1(C)C2CCC1(C)\C(=N/NC(=O)NN3C(=O)c4ccccc4N=C3c5ccccc5)\C2,0,0,2,7,2,2,2,5,3,1,2,7,2,0.36,32,3,5,2,0.007315211,0.492700696
1480102,O=C(NN=C(c1ccccc1)c2ccccc2)NN3C(=O)c4ccccc4N=C3c5ccccc5,0,0,0,7,0,4,2,5,5,1,0,7,0,0,35,5,5,2,0.012192915,0.494700491
1511828,CCCCCCCCCCCCC(CCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCC)CCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,52,0,0,13,2,0.96875,77,0,13,6,-0.382202178,-0.223841846
1480103,CN(C)c1ccc(\C=N\NC(=O)NN2C(=O)c3ccccc3N=C2c4ccccc4)cc1,0,0,0,8,0,3,2,4,5,1,0,8,0,0.08333,32,4,6,2,0.005391288,0.493910164
1480221,COc1ccc2cc(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3C)c(Cl)nc2c1,0,1,0,9,0,2,2,4,4,1,0,11,1,0.09524,32,3,7,2,0.296229273,0.380927593
1480104,Fc1ccc(F)c(c1)C(=O)OCCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,5,0,0,7,1,0.16667,25,2,4,0,0.489797711,0.973188579
1480105,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCCN2C(=O)c3ccccc3C2=O,0,1,0,8,0,2,0,3,6,0,0,9,1,0.16667,27,2,6,0,0.383455485,0.835739255
1480106,Fc1ccc(F)c(c1)C(=O)OCCN2C(=O)[C@@H]3CC=CC[C@@H]3C2=O,1,1,1,5,1,1,0,3,4,0,0,7,2,0.35294,24,1,4,0,0.474870443,0.991996348
1480107,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCN2C(=O)[C@@H]3CC=CC[C@@H]3C2=O,1,1,1,8,1,1,0,3,5,0,0,9,2,0.35294,26,1,6,0,0.379801929,0.83845675
1480245,OC(COc1cccc(c1)C(F)(F)F)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,4,1,2,1,3,7,0,0,10,1,0.45455,32,2,4,1,-1.851640463,0.713096499
1480108,Fc1ccc(F)c(c1)C(=O)OCCN2C(=O)[C@@H]3CCCC[C@@H]3C2=O,1,1,1,5,2,1,0,3,4,0,1,7,2,0.47059,24,1,4,0,0.476731658,0.983869135
1480109,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCN2C(=O)[C@@H]3CCCC[C@@H]3C2=O,1,1,1,8,2,1,0,3,5,0,1,9,2,0.47059,26,1,6,0,0.370799661,0.829246342
1480110,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCOc2ccc(Br)cc2,0,0,0,6,0,2,0,2,6,0,0,8,0,0.13333,23,2,5,0,0.379238188,0.836104512
1480111,[O-][N+](=O)c1ccc(OCCOC(=O)c2ccc(Cl)c(c2)[N+](=O)[O-])cc1,0,0,0,9,0,2,0,2,7,0,0,10,0,0.13333,25,2,7,0,0.362378716,0.815674901
1480112,Clc1ccc(cc1Cl)C(=O)OCCS(=O)(=O)c2ccccc2,0,0,0,4,0,2,0,2,5,0,0,7,0,0.13333,22,2,4,0,0.410987139,0.830001652
1480113,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCc2c[nH]c3ccccc23,0,0,0,6,0,2,1,3,5,1,0,7,0,0.11765,24,3,4,1,0.369517177,0.829615772
1480114,Clc1ccc(cc1Cl)C(=O)OC2Cc3cccc4cccc2c34,0,0,1,2,0,3,0,4,2,0,0,4,1,0.10526,23,3,2,0,0.395968407,0.825230062
1480115,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OC2Cc3cccc4cccc2c34,0,0,1,5,0,3,0,4,3,0,0,6,1,0.10526,25,3,4,0,0.380491704,0.81962961
1480116,Cc1cc(ccc1Br)C(=O)OC2Cc3cccc4cccc2c34,0,0,1,2,0,3,0,4,2,0,0,3,1,0.15,23,3,2,0,0.399359614,0.820689976
1480117,Clc1ccc(cn1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,6,0,1,0,3,4,1,0,7,1,0.125,23,2,5,0,0.463450074,0.872579694
1480118,Cc1oc(C)c(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,6,0,1,0,3,4,1,0,6,1,0.23529,23,2,5,0,0.49064824,0.95019567
1480119,CCC(C(=O)OCCN1C(=O)c2ccccc2C1=O)c3ccccc3,0,1,0,5,0,2,0,3,6,0,0,5,1,0.25,25,2,4,0,0.502577901,0.889820635
1480120,O=C(OCCN1C(=O)c2ccccc2C1=O)c3ccc4ccccc4c3,0,1,0,5,0,3,0,4,4,0,0,5,1,0.09524,26,3,4,0,0.483316213,0.857983172
1480121,Fc1ccc(F)c(c1)C(=O)OCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,3,0,0,7,1,0.0625,23,2,4,0,0.498677075,0.975678205
1480122,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCN2C(=O)c3ccccc3C2=O,0,1,0,8,0,2,0,3,4,0,0,9,1,0.0625,25,2,6,0,0.372992545,0.834682524
1480123,CC(COC(=O)c1cc(F)ccc1F)N2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.16667,25,2,4,0,0.505895138,0.971674562
1480124,CC(CN1C(=O)c2ccccc2C1=O)OC(=O)c3cc(F)ccc3F,0,1,0,5,0,2,0,3,4,0,0,7,1,0.16667,25,2,4,0,0.498308927,0.962111831
1480125,CC(CN1C(=O)c2ccccc2C1=O)OC(=O)c3ccc(Cl)c(c3)[N+](=O)[O-],0,1,0,8,0,2,0,3,5,0,0,9,1,0.16667,27,2,6,0,0.381472915,0.836216509
1480126,Cc1ccc2C(=O)N(CCOC(=O)c3cc(F)ccc3F)C(=O)c2c1,0,1,0,5,0,2,0,3,4,0,0,7,1,0.16667,25,2,4,0,0.488387108,0.977076709
1480144,Oc1ccc(Cl)cc1C(=O)\C=C\c2ccccc2Cl,0,0,0,2,0,2,1,2,3,0,0,4,0,0,19,2,2,1,0.247485012,0.48069343
1480127,Cc1ccc2C(=O)N(CCOC(=O)c3ccc(Cl)c(c3)[N+](=O)[O-])C(=O)c2c1,0,1,0,8,0,2,0,3,5,0,0,9,1,0.16667,27,2,6,0,0.384200454,0.840238452
1480128,CC(C)(C)c1ccc2C(=O)N(CCOC(=O)c3cc(F)ccc3F)C(=O)c2c1,0,1,0,5,0,2,0,3,4,0,0,7,1,0.28571,28,2,4,0,0.486178517,0.972622573
1480129,Fc1cc(F)cc(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.48934859,0.881819248
1480130,Clc1ccc(cc1Cl)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.450610697,0.856253326
1480208,COc1cc(C)ccc1OC(=O)C2CCCN2C(=O)C(C)c3cccc(c3)C(=O)c4ccccc4,1,1,0,6,1,3,0,4,7,0,0,6,1,0.27586,35,3,5,0,0.129728898,-0.75455004
1480131,Clc1cc(Cl)cc(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.473630697,0.872651279
1480132,[O-][N+](=O)c1ccc(C(=O)OCCN2C(=O)c3ccccc3C2=O)c(Cl)c1,0,1,0,8,0,2,0,3,5,0,0,9,1,0.11765,26,2,6,0,0.407058686,0.88541764
