smiles,NOCount,NumRadicalElectrons,MinPartialCharge,MaxAbsPartialCharge,NHOHCount,ExactMolWt,NumSaturatedCarbocycles,NumAliphaticHeterocycles,FpDensityMorgan1,NumAromaticHeterocycles,NumValenceElectrons,NumRotatableBonds,NumAromaticCarbocycles,NumAliphaticCarbocycles,NumHDonors,FpDensityMorgan3,NumAromaticRings,HeavyAtomMolWt,NumSaturatedRings,MolWt,NumHAcceptors,NumHeteroatoms,NumSaturatedHeterocycles,NumAliphaticRings,MaxPartialCharge,RingCount,FpDensityMorgan2,FractionCSP3,HeavyAtomCount
Cl.COc1cccc(C2CNC3(CCCC(C)C3)c4[nH]c5ccccc5c24)c1OC,4,0,-0.49285849928855896,0.49285849928855896,2,426.2073974609375,1,1,1.0333333015441895,1,160,3,2,1,2,2.633333444595337,3,395.739990234375,1,426.9880065917969,3,5,0,2,0.16406558454036713,5,1.8666666746139526,0.4399999976158142,30
CC(C)(C)NC(=O)NC(=O)COC(=O)c1c(F)cccc1Cl,6,0,-0.45185887813568115,0.45185887813568115,2,330.0782775878906,0,0,1.2727272510528564,0,120,3,1,0,2,2.454545497894287,1,314.614990234375,0,330.7430114746094,4,8,0,0,0.34267258644104004,1,1.9090908765792847,0.3571428656578064,22
CCCCOC(=O)c1ccc(NC(=O)COC(=O)CSc2nc(C)cc(C)n2)cc1,8,0,-0.46209728717803955,0.46209728717803955,1,431.1514892578125,0,0,1.0333333015441895,1,160,10,1,0,1,2.3333332538604736,2,406.3139953613281,0,431.5140075683594,8,9,0,0,0.337619811296463,2,1.7000000476837158,0.380952388048172,30
[O-][N+](=O)c1cc(ccc1F)N2Cc3ccccc3C2=N,5,0,-0.3216400146484375,0.3216400146484375,1,271.0757141113281,0,1,1.25,0,100,2,2,0,1,2.700000047683716,2,261.1709899902344,0,271.2510070800781,3,6,0,1,0.306363970041275,3,2,0.0714285746216774,20
Cl.COc1cc2nc(Nc3ccc(C)c(Cl)c3)nc(N)c2cc1OC,6,0,-0.49284207820892334,0.49284207820892334,3,380.0806884765625,0,0,1.0399999618530273,1,132,4,2,0,2,2.359999895095825,3,363.1189880371094,0,381.26300048828125,6,8,0,0,0.2292548418045044,3,1.7200000286102295,0.1764705926179886,25
COc1ccc(cc1)C2=Nc3ccccc3C(=O)O2,4,0,-0.4967677593231201,0.4967677593231201,0,253.0738983154297,0,0,1.0526316165924072,1,94,2,2,0,0,2.526315689086914,3,242.16900634765625,0,253.2570037841797,4,4,0,0,0.34659111499786377,3,1.7894736528396606,0.06666667014360428,19
Cc1cccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)C2=O)c1,6,0,-0.3254442811012268,0.3254442811012268,2,337.14263916015625,0,1,1.1200000047683716,0,128,5,2,0,2,2.5999999046325684,2,318.22698974609375,1,337.3789978027344,3,6,1,1,0.3248051702976227,3,1.8799999952316284,0.21052631735801697,25
COc1ccccc1C(=O)Nc2cccc(c2)N(C)S(=O)(=O)C,6,0,-0.4959242343902588,0.4959242343902588,1,334.0987243652344,0,0,1.1304347515106201,0,122,5,2,0,1,2.4782607555389404,2,316.25299072265625,0,334.3970031738281,4,7,0,0,0.25892502069473267,2,1.8260869979858398,0.1875,23
Cc1noc(C(=O)Nc2ccccc2C(F)(F)F)c1Cl,4,0,-0.3490915596485138,0.41790345311164856,1,304.02264404296875,0,0,1.350000023841858,1,106,2,1,0,1,2.549999952316284,2,296.59100341796875,0,304.6549987792969,3,8,0,0,0.41790345311164856,2,2,0.1666666716337204,20
CS(=O)(=O)c1ccc(cc1)c2csc(n2)c3cccnc3,4,0,-0.263997346162796,0.263997346162796,0,316.0340270996094,0,0,1.047619104385376,2,106,3,1,0,0,2.4285714626312256,3,304.3110046386719,0,316.4070129394531,5,6,0,0,0.1750185489654541,3,1.8095238208770752,0.06666667014360428,21
Cc1cc(C)cc(NC(=O)c2sc3N=C4CCCN4C(=O)c3c2C)c1,5,0,-0.32126906514167786,0.32126906514167786,1,353.11981201171875,0,1,1.2000000476837158,2,128,2,1,0,1,2.640000104904175,3,334.2950134277344,0,353.4469909667969,5,6,0,1,0.26560547947883606,4,1.9199999570846558,0.31578946113586426,25
COc1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3cccc4nsnc34,7,0,-0.4967658817768097,0.4967658817768097,0,390.08203125,0,1,1,1,136,4,2,0,0,2.423076868057251,3,372.34600830078125,1,390.489990234375,7,9,1,1,0.2449648082256317,4,1.7307692766189575,0.29411765933036804,26
CC(CNC(=O)c1ccccc1)n2nc(C)nc2C,5,0,-0.34989818930625916,0.34989818930625916,1,258.1480712890625,0,0,1.3157894611358643,1,100,4,1,0,1,2.5789473056793213,2,240.18099975585938,0,258.32501220703125,4,5,0,0,0.250851571559906,2,2,0.3571428656578064,19
COc1cc(\C=C\C(=O)Nc2nnc(s2)C(C)(C)C)cc(OC)c1OC,7,0,-0.49269241094589233,0.49269241094589233,1,377.14093017578125,0,0,1.076923131942749,1,140,6,1,0,1,2.153846263885498,2,354.2820129394531,0,377.46600341796875,7,8,0,0,0.24970881640911102,2,1.692307710647583,0.3888888955116272,26
CCOC(=O)CCCNC(=O)CN1C(=O)NC2(CCCCCC2)C1=O,8,0,-0.46596837043762207,0.46596837043762207,2,353.195068359375,1,1,1.2000000476837158,0,140,7,0,1,2,2.5199999809265137,0,326.2030029296875,2,353.41900634765625,5,8,1,2,0.3250190317630768,2,1.8799999952316284,0.7647058963775635,25
C[C@H](NC(=O)C1CCN(CC1)S(=O)(=O)c2ccc(C)cc2)C(=O)NCCc3ccccc3,7,0,-0.3539937138557434,0.3539937138557434,2,457.2035217285156,0,1,1.03125,0,172,8,2,0,2,2.28125,2,426.3479919433594,1,457.59600830078125,4,8,1,1,0.24256548285484314,3,1.65625,0.4166666567325592,32
COC(=O)c1ccc(CNC(=O)c2ccc3oc(nc3c2)C(C)C)cc1,6,0,-0.4654175341129303,0.4654175341129303,1,352.1423034667969,0,0,1.115384578704834,1,134,5,2,0,1,2.461538553237915,3,332.2300109863281,0,352.3900146484375,5,6,0,0,0.3373417854309082,3,1.807692289352417,0.25,26
[O-][N+](=O)c1cc(COC(=O)c2ccccn2)c3OCOCc3c1,8,0,-0.4667283892631531,0.4667283892631531,0,316.0695495605469,0,1,1.39130437374115,1,118,4,1,0,0,3,2,304.1730041503906,0,316.2690124511719,7,8,0,1,0.3567526340484619,3,2.2608695030212402,0.20000000298023224,23
CCS(=O)(=O)CCSC1OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C,11,0,-0.462950736284256,0.462950736284256,0,484.1072998046875,0,1,0.8387096524238586,0,178,10,0,0,0,1.8387097120285034,0,456.3210144042969,1,484.5450134277344,12,13,1,1,0.30267924070358276,1,1.3548387289047241,0.7777777910232544,31
NNC(=O)c1oc(cc1)c2cccc(c2)[N+](=O)[O-],7,0,-0.4508826434612274,0.4508826434612274,3,247.05931091308594,0,0,1.3333333730697632,1,92,3,1,0,2,2.777777671813965,2,238.13800048828125,0,247.2100067138672,5,7,0,0,0.300375759601593,2,2.1111111640930176,0,18
COc1cc(OC)c(cc1OC)C(=O)Nc2cccc3ccccc23,5,0,-0.4957749843597412,0.4957749843597412,1,337.13140869140625,0,0,0.800000011920929,0,128,5,3,0,1,2.1600000858306885,3,318.2229919433594,0,337.375,4,5,0,0,0.25908663868904114,3,1.440000057220459,0.15000000596046448,25
Cc1cc2c(ncn2Cc3ccccc3)c(c1C)[N+](=O)[O-],5,0,-0.3258640766143799,0.3258640766143799,0,281.1164245605469,0,0,1.2380952835083008,1,106,3,2,0,0,2.6190476417541504,3,266.19500732421875,0,281.31500244140625,4,5,0,0,0.2996687889099121,3,1.952380895614624,0.1875,21
Cc1cc(C)c(NC(=O)CSc2nc3ccc(cc3s2)N4C(=O)c5ccccc5C4=O)c(C)c1,6,0,-0.32487043738365173,0.32487043738365173,1,487.1024475097656,0,1,0.970588207244873,1,170,5,3,0,1,2.2647058963775635,4,466.43798828125,0,487.6059875488281,6,8,0,1,0.265643447637558,5,1.6176470518112183,0.1538461595773697,34
COCCCNC(=O)CN(c1ccc(Cl)c(Cl)c1)S(=O)(=O)C,6,0,-0.3846203088760376,0.3846203088760376,1,368.03643798828125,0,0,1.3181818723678589,0,124,8,1,0,1,2.545454502105713,1,351.1260070800781,0,369.2699890136719,4,9,0,0,0.24028249084949493,1,2,0.4615384638309479,22
OC(=O)CCCNC(=O)c1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1,6,0,-0.4812295734882355,0.4812295734882355,3,374.10333251953125,0,0,0.9615384340286255,0,136,8,2,0,3,2.230769157409668,2,355.6719970703125,0,374.8240051269531,3,7,0,0,0.30290839076042175,2,1.615384578704834,0.21052631735801697,26
CCn1cc(cn1)C(=O)Nc2ccc(C)c(c2)[N+](=O)[O-],7,0,-0.3216414749622345,0.3216414749622345,1,274.1065979003906,0,0,1.5,1,104,4,1,0,1,2.8499999046325684,2,260.1679992675781,0,274.2799987792969,5,7,0,0,0.2738732397556305,2,2.25,0.23076923191547394,20
CCOC(=O)C1CCN(CC1)C(=Nc2cccc(C)c2C)S,4,0,-0.46576401591300964,0.46576401591300964,0,320.1558532714844,0,1,1.3636363744735718,0,120,3,1,0,1,2.6818182468414307,1,296.2659912109375,1,320.4580078125,3,5,1,1,0.3085533082485199,2,2.045454502105713,0.529411792755127,22
COc1ccc(cc1OC)c2ccc(SCc3cccnc3)nn2,5,0,-0.4928695559501648,0.4928695559501648,0,339.1041564941406,0,0,0.9583333134651184,2,122,6,1,0,0,2.5,3,322.28399658203125,0,339.4200134277344,6,6,0,0,0.16088932752609253,3,1.8333333730697632,0.1666666716337204,24
COC(=O)C1=C(C)N(C(C)c2ccccc2)C(=O)/C/1=C\c3occc3,5,0,-0.4653521776199341,0.4653521776199341,0,337.13140869140625,0,1,1.2000000476837158,1,128,4,1,0,0,2.5199999809265137,2,318.2229919433594,0,337.375,4,5,0,1,0.33995321393013,3,1.9199999570846558,0.20000000298023224,25
Cc1c(O)ccc(C(=O)CN2CCN(CC2)c3ccc(F)cc3)c1O,5,0,-0.5075421929359436,0.5075421929359436,2,344.15362548828125,0,1,1.0399999618530273,0,132,4,2,0,2,2.319999933242798,2,323.2179870605469,1,344.385986328125,5,6,1,1,0.1800442934036255,3,1.6799999475479126,0.31578946113586426,25
[O-][N+](=O)c1ccc(NC(=O)NCCN2CCCCC2)cc1,7,0,-0.3365810811519623,0.3365810811519623,2,292.1535339355469,0,1,1.1904761791229248,0,114,5,1,0,2,2.4761905670166016,1,272.1789855957031,1,292.3389892578125,4,7,1,1,0.3187796175479889,2,1.8571428060531616,0.5,21
CC1=Nc2ccccc2C(=O)N1NC(=O)C3CCCCC3,5,0,-0.27292686700820923,0.2798449397087097,1,285.1477355957031,1,0,1.2380952835083008,1,110,2,1,1,1,2.7142856121063232,2,266.19500732421875,1,285.34698486328125,4,5,0,1,0.2798449397087097,3,1.952380895614624,0.4375,21
Cc1cccc(OCCOCCSc2ncccn2)c1,4,0,-0.4911857843399048,0.4911857843399048,0,290.10888671875,0,0,1.0499999523162842,1,106,8,1,0,0,2.700000047683716,2,272.2439880371094,0,290.38800048828125,5,5,0,0,0.1870395690202713,2,1.899999976158142,0.3333333432674408,20
CC(=O)NC(CCS(=O)(=O)C)C(=O)Nc1ccccc1C,6,0,-0.3445012867450714,0.3445012867450714,2,312.1143798828125,0,0,1.2380952835083008,0,116,6,1,0,2,2.3809523582458496,1,292.2309875488281,0,312.3909912109375,4,7,0,0,0.24648964405059814,1,1.8571428060531616,0.4285714328289032,21
CCN(CC)C(=O)c1cc(on1)c2ccc(Br)cc2,4,0,-0.3554895222187042,0.3554895222187042,0,322.03167724609375,0,0,1.263157844543457,1,100,4,1,0,0,2.473684310913086,2,308.07000732421875,0,323.19000244140625,3,5,0,0,0.2755383551120758,2,1.894736886024475,0.2857142984867096,19
Clc1ccc(cc1)S(=O)(=O)N2CCCC2c3cccnc3,4,0,-0.26438578963279724,0.26438578963279724,0,322.0542907714844,0,1,1.1904761791229248,1,110,3,1,0,0,2.6190476417541504,2,307.6969909667969,1,322.8169860839844,3,6,1,1,0.24313011765480042,3,1.952380895614624,0.2666666805744171,21
CCC1=Nc2cc(ccc2Sc3ccc(Br)cc13)C(=O)NCC4CCCO4,4,0,-0.37638577818870544,0.37638577818870544,1,444.05072021484375,0,2,1.296296238899231,0,140,4,2,0,1,2.9259259700775146,2,424.2139892578125,1,445.3819885253906,4,6,1,2,0.2509492039680481,4,2.1481480598449707,0.3333333432674408,27
Oc1ccc(cc1NC(=O)CSc2nc3ccccc3s2)S(=O)(=O)N4CCOCC4,8,0,-0.5057725310325623,0.5057725310325623,2,465.0486755371094,0,1,1.2333333492279053,1,158,6,2,0,2,2.7666666507720947,3,446.4259948730469,1,465.5780029296875,8,11,1,1,0.24280783534049988,4,2,0.2631579041481018,30
COc1cc(\C=C\C(=C\2/C(=O)NC(=O)N(CCc3ccccc3)C2=O)\O)ccc1O,8,0,-0.5069046020507812,0.5069046020507812,3,408.13214111328125,0,1,1.1333333253860474,0,154,6,2,0,3,2.566666603088379,2,388.25,1,408.4100036621094,6,8,1,1,0.3308015465736389,3,1.8666666746139526,0.13636364042758942,30
COc1cccc(c1)C2C3=C(OC(=C2C#N)N)C(=O)C=C(CO)O3,7,0,-0.4967573583126068,0.4967573583126068,3,326.09027099609375,0,1,1.4166666269302368,1,122,3,1,0,2,2.875,2,312.1960144042969,0,326.3080139160156,7,7,0,1,0.22764721512794495,3,2.2083332538604736,0.1764705926179886,24
CCn1c(O)c(N=N)c2ccccc12,4,0,-0.4928416311740875,0.4928416311740875,2,189.0902099609375,0,0,1.4285714626312256,1,72,2,1,0,2,2.7857143878936768,2,178.1300048828125,0,189.21800231933594,4,4,0,0,0.22022853791713715,2,2.142857074737549,0.20000000298023224,14
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,5,0,-0.3680592179298401,0.3680592179298401,2,448.0932312011719,0,2,1.0740740299224854,1,144,4,1,0,1,2.370370388031006,2,424.2179870605469,2,449.4179992675781,5,7,2,2,0.23759163916110992,4,1.7407407760620117,0.5,27
