Molecule,Fitted Curve,AUC,Hill,Min,Max,IC50,Compound|Assay|Target,Assay Name,Batch ID,Compound ID,Target Entity,Run ID,Max Percent Inhibition,Max Percent Inhibition (Compound | Assay | Target)
COC[C@H]1CN[C@H](CO1)[C@@H](O)[C@@H]4Cc2cccc(c2)OCCCCNc3cc(COC)cc(c3)C(=O)N4,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 7||Neuronal Health Assay||target_9||run_id 1""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 1"",""points"":[{""x"":9.548552e-10,""y"":-2.4418277740478516,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.548552e-10,""y"":-1.6550917625427246,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.0173424e-9,""y"":-5.578140735626221,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.0173424e-9,""y"":0.4783098697662354,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.5348024e-9,""y"":-3.50144100189209,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.5348024e-9,""y"":-6.3967719078063965,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.0129975e-8,""y"":-10.341084480285645,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.0129975e-8,""y"":-5.620666980743408,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.52107158e-8,""y"":-10.51473331451416,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.52107158e-8,""y"":-8.37424373626709,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.00865878e-7,""y"":-6.903542995452881,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":3.00865878e-7,""y"":0.0140646807849408,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.507361368e-7,""y"":-8.388419151306152,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":9.507361368e-7,""y"":-0.4111981093883516,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.0000030043261176,""y"":-6.276280403137207,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.0000030043261176,""y"":2.604623794555664,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.000009493671314,""y"":-2.399301528930664,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.000009493671314,""y"":2.303395986557007,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.000029999999242,""y"":-11.053399085998535,""outlier"":false,""marker"":""circle"",""size"":5},{""x"":0.000029999999242,""y"":35.456172943115234,""outlier"":false,""marker"":""circle"",""size"":5}],""fitLineColor"":""#bcbd22"",""pointColor"":""#808080""}]}",-14.4227809906005860,1.3523101806640624,-4.8660192489624024,28.2214450836181640,-4.53E0,compound_id 7||Neuronal Health Assay||target_9,Neuronal Health Assay,batch_id 7,compound_id 7,target_9,run_id 1,35.4561729431152344,35.4561729431152344
CC(C)c1cc(ccc1)C2(CC2)NC[C@@H](O)[C@@H]5Cc3cc(ccc3)OCCCCNc4cc(cc(c4)C(=O)N5)C(C)=O,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 9||Collapse Assay||target_10||run_id 4""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 4"",""points"":[{""x"":1.37174e-11,""y"":89.78185272216797,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":4.11524e-11,""y"":136.4061737060547,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.23457e-10,""y"":113.80892181396484,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.7037e-10,""y"":118.36804962158203,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.11111e-9,""y"":116.09815216064453,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.33333e-9,""y"":97.14945220947266,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1e-8,""y"":95.71322631835938,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.99999988e-8,""y"":108.38054656982422,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":9.00000004e-8,""y"":108.47281646728516,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.699999868e-7,""y"":98.51512145996094,""outlier"":false,""marker"":""triangle bottom"",""size"":5}],""fitLineColor"":""#17becf"",""pointColor"":""#808080""}]}",464.3004150390625000,8.7937374114990234,114.9995269775390624,101.4793701171875000,-8.75E0,compound_id 9||Collapse Assay||target_10,Collapse Assay,batch_id 9,compound_id 9,target_10,run_id 4,136.4061737060546876,136.4061737060546876
COCc1cc3cc(c1)C(=O)N[C@@H](Cc2cc(ccc2)OCCCCO3)[C@H](O)CNCc4cc(ccc4)C(C)C,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 9||Collapse Assay||target_10||run_id 2""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 2"",""points"":[{""x"":1.37174e-11,""y"":99.61722564697266,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":4.11524e-11,""y"":96.64671325683594,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.23457e-10,""y"":92.74182891845703,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.7037e-10,""y"":102.79222869873047,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.11111e-9,""y"":107.64616394042969,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.33333e-9,""y"":94.82737731933594,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1e-8,""y"":81.93427276611328,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.99999988e-8,""y"":93.0698013305664,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":9.00000004e-8,""y"":90.60487365722656,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.699999868e-7,""y"":98.85932922363281,""outlier"":false,""marker"":""cross border"",""size"":5}],""fitLineColor"":""#17becf"",""pointColor"":""#808080""}]}",412.1153869628906250,-10.4070425033569336,91.2241897583007812,99.8110809326171876,-8.49E0,compound_id 9||Collapse Assay||target_10,Collapse Assay,batch_id 9,compound_id 9,target_10,run_id 2,107.6461639404296876,136.4061737060546876
CC(=O)COc1cc3cc(c1)C(=O)N[C@@H](Cc2cc(ccc2)OCCCCO3)[C@H](O)CNCc4cc(ccc4)C(C)C,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 10||Collapse Assay||target_10||run_id 4""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 4"",""points"":[{""x"":1.37174e-11,""y"":115.92265319824219,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":4.11524e-11,""y"":111.84474182128906,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.23457e-10,""y"":122.41322326660156,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.7037e-10,""y"":135.08432006835938,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.11111e-9,""y"":108.94424438476562,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.33333e-9,""y"":105.12884521484375,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1e-8,""y"":108.12998962402344,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.99999988e-8,""y"":117.78858947753906,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":9.00000004e-8,""y"":89.16757202148438,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.699999868e-7,""y"":113.91165161132812,""outlier"":false,""marker"":""triangle bottom"",""size"":5}],""fitLineColor"":""#98df8a"",""pointColor"":""#808080""}]}",485.5143737792968750,-10.3880910873413086,106.8001556396484376,121.4394531250000000,-9.03E0,compound_id 10||Collapse Assay||target_10,Collapse Assay,batch_id 10,compound_id 10,target_10,run_id 4,135.0843200683593750,135.0843200683593750
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCc2cccc(CS(=O)(=O)C[C@@H](C)C(=O)N1)c2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 10||Collapse Assay||target_10||run_id 2""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 2"",""points"":[{""x"":1.37174e-11,""y"":100.23180389404297,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":4.11524e-11,""y"":104.23164367675781,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.23457e-10,""y"":92.89080810546875,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.7037e-10,""y"":105.52880096435547,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.11111e-9,""y"":95.89702606201172,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.33333e-9,""y"":107.82630920410156,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1e-8,""y"":92.42924499511719,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.99999988e-8,""y"":91.12152862548828,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":9.00000004e-8,""y"":85.59192657470703,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.699999868e-7,""y"":90.47008514404297,""outlier"":false,""marker"":""cross border"",""size"":5}],""fitLineColor"":""#98df8a"",""pointColor"":""#808080""}]}",416.5530700683593750,-11.0794372558593750,89.2142181396484376,101.0463790893554688,-8.04E0,compound_id 10||Collapse Assay||target_10,Collapse Assay,batch_id 10,compound_id 10,target_10,run_id 2,107.8263092041015624,135.0843200683593750
CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c2cc(NCCCC)nc(c2)OC,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 11||Collapse Assay||target_10||run_id 4""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 4"",""points"":[{""x"":1.37174e-11,""y"":116.64078521728516,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":4.11524e-11,""y"":98.85381317138672,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.23457e-10,""y"":103.94429779052734,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.7037e-10,""y"":113.4245834350586,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.11111e-9,""y"":103.16317749023438,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.33333e-9,""y"":97.3291244506836,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1e-8,""y"":86.36736297607422,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.99999988e-8,""y"":82.9368667602539,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":9.00000004e-8,""y"":85.66968536376953,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.699999868e-7,""y"":72.66158294677734,""outlier"":false,""marker"":""triangle bottom"",""size"":5}],""fitLineColor"":""#ff9896"",""pointColor"":""#808080""}]}",413.1751708984375000,-10.4697332382202148,81.9795379638671876,107.4196624755859376,-8.46E0,compound_id 11||Collapse Assay||target_10,Collapse Assay,batch_id 11,compound_id 11,target_10,run_id 4,116.6407852172851562,116.6407852172851562
CC(C)c2cc(CNC[C@@H](O)[C@@H]1C[C@H](C)CC/C=C/CCCCC(=O)N(C)[C@@H](C)C(=O)N1)ccc2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 11||Collapse Assay||target_10||run_id 2""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 2"",""points"":[{""x"":1.37174e-11,""y"":94.63501739501953,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":4.11524e-11,""y"":94.51460266113281,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.23457e-10,""y"":100.34266662597656,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.7037e-10,""y"":91.86127471923828,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.11111e-9,""y"":89.39488220214844,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.33333e-9,""y"":104.28582763671875,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1e-8,""y"":82.1894302368164,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.99999988e-8,""y"":91.31124114990234,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":9.00000004e-8,""y"":79.06287384033203,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.699999868e-7,""y"":81.62247467041016,""outlier"":false,""marker"":""cross border"",""size"":5}],""fitLineColor"":""#ff9896"",""pointColor"":""#808080""}]}",391.6645812988281250,-12.7345256805419922,83.7089538574218750,95.8551788330078124,-8.21E0,compound_id 11||Collapse Assay||target_10,Collapse Assay,batch_id 11,compound_id 11,target_10,run_id 2,104.2858276367187500,116.6407852172851562
C[C@H](NC[C@@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1)c2cccc(Br)c2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 12||Collapse Assay||target_10||run_id 4""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 4"",""points"":[{""x"":1.37174e-11,""y"":110.50065612792969,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":4.11524e-11,""y"":116.34911346435547,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.23457e-10,""y"":106.68914794921875,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.7037e-10,""y"":101.29708099365234,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1.11111e-9,""y"":109.00834655761719,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":3.33333e-9,""y"":89.12862396240234,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":1e-8,""y"":93.06243896484375,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.99999988e-8,""y"":87.36068725585938,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":9.00000004e-8,""y"":85.10791778564453,""outlier"":false,""marker"":""triangle bottom"",""size"":5},{""x"":2.699999868e-7,""y"":77.88854217529297,""outlier"":false,""marker"":""triangle bottom"",""size"":5}],""fitLineColor"":""#c5b0d5"",""pointColor"":""#808080""}]}",421.8876647949218750,-12.9625558853149416,85.7873306274414062,108.7927398681640624,-8.54E0,compound_id 12||Collapse Assay||target_10,Collapse Assay,batch_id 12,compound_id 12,target_10,run_id 4,116.3491134643554688,119.6493225097656250
C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC2(CC2)c3cc(ccn3)C(C)(C)C,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 12||Collapse Assay||target_10||run_id 2""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 2"",""points"":[{""x"":1.37174e-11,""y"":109.68018341064453,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":4.11524e-11,""y"":119.64932250976562,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.23457e-10,""y"":99.36994171142578,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.7037e-10,""y"":108.54412841796875,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1.11111e-9,""y"":70.53240966796875,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":3.33333e-9,""y"":102.32382202148438,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":1e-8,""y"":86.25525665283203,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.99999988e-8,""y"":76.01190948486328,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":9.00000004e-8,""y"":81.33560180664062,""outlier"":false,""marker"":""cross border"",""size"":5},{""x"":2.699999868e-7,""y"":84.98101806640625,""outlier"":false,""marker"":""cross border"",""size"":5}],""fitLineColor"":""#c5b0d5"",""pointColor"":""#808080""}]}",399.4436340332031250,-9.8028507232666016,83.4372253417968750,109.6592178344726562,-9.30E0,compound_id 12||Collapse Assay||target_10,Collapse Assay,batch_id 12,compound_id 12,target_10,run_id 2,119.6493225097656250,119.6493225097656250
CCOc2cc(CNC[C@@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1)c(cc2)C(F)(F)F,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 13||Collapse Assay||target_10||run_id 5""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 5"",""points"":[{""x"":1.37174e-11,""y"":92.96536254882812,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":4.11524e-11,""y"":104.21257781982422,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.23457e-10,""y"":98.69213104248047,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.7037e-10,""y"":116.03731536865234,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.11111e-9,""y"":190.09243774414062,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.33333e-9,""y"":171.2212371826172,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1e-8,""y"":108.99027252197266,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.99999988e-8,""y"":106.92318725585938,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":9.00000004e-8,""y"":90.27984619140625,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.699999868e-7,""y"":104.54998016357422,""outlier"":false,""marker"":""diamond"",""size"":5}],""fitLineColor"":""#c49c94"",""pointColor"":""#808080""}]}",510.5898742675781250,9.9847421646118164,98.7634277343750000,128.8705444335937500,-9.44E0,compound_id 13||Collapse Assay||target_10,Collapse Assay,batch_id 13,compound_id 13,target_10,run_id 5,190.0924377441406250,190.0924377441406250
CC(C)Cc2cc(CNC[C@@H](O)[C@@H]1C[C@H](C)CC/C=C/CCCCC(=O)N(C)[C@@H](C)C(=O)N1)cnc2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 13||Collapse Assay||target_10||run_id 3""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 3"",""points"":[{""x"":1.37174e-11,""y"":98.73881530761719,""outlier"":false,""marker"":""square"",""size"":5},{""x"":4.11524e-11,""y"":100.46464538574219,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.23457e-10,""y"":88.19949340820312,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.7037e-10,""y"":99.84215545654297,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.11111e-9,""y"":70.79142761230469,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.33333e-9,""y"":77.43244934082031,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1e-8,""y"":107.58138275146484,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.99999988e-8,""y"":100.51571655273438,""outlier"":false,""marker"":""square"",""size"":5},{""x"":9.00000004e-8,""y"":106.8796615600586,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.699999868e-7,""y"":112.39960479736328,""outlier"":false,""marker"":""square"",""size"":5}],""fitLineColor"":""#c49c94"",""pointColor"":""#808080""}]}",411.7020874023437500,6.3519158363342284,89.2903442382812500,107.1333236694335938,-8.16E0,compound_id 13||Collapse Assay||target_10,Collapse Assay,batch_id 13,compound_id 13,target_10,run_id 3,112.3996047973632812,190.0924377441406250
CC(C)Cc1cc(cnc1)C(C)(C)NC[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 14||Collapse Assay||target_10||run_id 5""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 5"",""points"":[{""x"":1.37174e-11,""y"":102.11560821533203,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":4.11524e-11,""y"":100.3759536743164,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.23457e-10,""y"":107.57936096191406,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.7037e-10,""y"":94.07747650146484,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.11111e-9,""y"":115.98455047607422,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.33333e-9,""y"":101.05976867675781,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1e-8,""y"":93.21154022216797,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.99999988e-8,""y"":92.24039459228516,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":9.00000004e-8,""y"":76.74140167236328,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.699999868e-7,""y"":59.81623077392578,""outlier"":false,""marker"":""diamond"",""size"":5}],""fitLineColor"":""#f7b6d2"",""pointColor"":""#808080""}]}",407.5478820800781250,-9.9776105880737304,68.4541320800781250,102.0635681152343750,-7.48E0,compound_id 14||Collapse Assay||target_10,Collapse Assay,batch_id 14,compound_id 14,target_10,run_id 5,115.9845504760742188,115.9845504760742188
C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)C2C=C(CC(C)(C)C)ON=2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 14||Collapse Assay||target_10||run_id 3""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 3"",""points"":[{""x"":1.37174e-11,""y"":99.2996597290039,""outlier"":false,""marker"":""square"",""size"":5},{""x"":4.11524e-11,""y"":91.63172912597656,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.23457e-10,""y"":87.46073913574219,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.7037e-10,""y"":89.12906646728516,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.11111e-9,""y"":93.08760833740234,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.33333e-9,""y"":87.78509521484375,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1e-8,""y"":81.3779296875,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.99999988e-8,""y"":73.34896850585938,""outlier"":false,""marker"":""square"",""size"":5},{""x"":9.00000004e-8,""y"":73.98091888427734,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.699999868e-7,""y"":76.29035186767578,""outlier"":false,""marker"":""square"",""size"":5}],""fitLineColor"":""#f7b6d2"",""pointColor"":""#808080""}]}",367.9399719238281250,-7.8223981857299804,74.4534378051757812,91.4096374511718750,-8.02E0,compound_id 14||Collapse Assay||target_10,Collapse Assay,batch_id 14,compound_id 14,target_10,run_id 3,99.2996597290039064,115.9845504760742188
C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNC(C)(C)c2cccc(Br)c2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 15||Collapse Assay||target_10||run_id 5""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 5"",""points"":[{""x"":1.37174e-11,""y"":105.11055755615234,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":4.11524e-11,""y"":110.65714263916016,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.23457e-10,""y"":118.36947631835938,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.7037e-10,""y"":123.3049545288086,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1.11111e-9,""y"":83.22955322265625,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":3.33333e-9,""y"":121.06742858886719,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":1e-8,""y"":93.60802459716797,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.99999988e-8,""y"":61.915435791015625,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":9.00000004e-8,""y"":27.635480880737305,""outlier"":false,""marker"":""diamond"",""size"":5},{""x"":2.699999868e-7,""y"":-4.97088623046875,""outlier"":false,""marker"":""diamond"",""size"":5}],""fitLineColor"":""#c7c7c7"",""pointColor"":""#808080""}]}",359.0803527832031250,-19.1661682128906250,-1.5543696880340576,107.6469879150390624,-7.52E0,compound_id 15||Collapse Assay||target_10,Collapse Assay,batch_id 15,compound_id 15,target_10,run_id 5,123.3049545288085938,123.3049545288085938
C[C@@H]1CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C1)[C@H](O)CNCC2C=C(CC(C)(C)C)ON=2,"{""chartOptions"":{""xAxisName"":""concentration"",""yAxisName"":""percent_inhibition"",""logX"":true,""title"":""compound_id 15||Collapse Assay||target_10||run_id 3""},""series"":[{""fitFunction"":""4pl-dose-response"",""clickToToggle"":true,""droplines"":[""IC50""],""name"":""run_id 3"",""points"":[{""x"":1.37174e-11,""y"":102.91150665283203,""outlier"":false,""marker"":""square"",""size"":5},{""x"":4.11524e-11,""y"":97.85263061523438,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.23457e-10,""y"":96.08403778076172,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.7037e-10,""y"":90.26546478271484,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1.11111e-9,""y"":97.42327880859375,""outlier"":false,""marker"":""square"",""size"":5},{""x"":3.33333e-9,""y"":90.08213806152344,""outlier"":false,""marker"":""square"",""size"":5},{""x"":1e-8,""y"":78.56716918945312,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.99999988e-8,""y"":43.6213264465332,""outlier"":false,""marker"":""square"",""size"":5},{""x"":9.00000004e-8,""y"":27.572805404663086,""outlier"":false,""marker"":""square"",""size"":5},{""x"":2.699999868e-7,""y"":9.629444122314453,""outlier"":false,""marker"":""square"",""size"":5}],""fitLineColor"":""#c7c7c7"",""pointColor"":""#808080""}]}",323.6516418457031250,-1.2693400382995606,8.0446758270263672,96.0124969482421876,-7.56E0,compound_id 15||Collapse Assay||target_10,Collapse Assay,batch_id 15,compound_id 15,target_10,run_id 3,102.9115066528320310,123.3049545288085938
