Age, Workclass, Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours per week, Country
36,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,40,United-States
53,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
56,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States
49,Local-gov,Associates,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
55,Private,High School grad,Married,Sales,Husband,White,Male,0,0,56,United-States
22,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,41,United-States
21,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,40,United-States
40,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,60,United-States
30,Private,Bachelors,Never-Married,White-Collar,Own-child,Black,Male,0,0,40,Euro_1
29,State-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,50,United-States
19,Private,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,35,United-States
47,Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,40,United-States
20,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,1719,28,United-States
31,Private,Associates,Married,Admin,Husband,White,Male,0,0,40,United-States
35,?,High School grad,Married,?,Husband,White,Male,0,0,40,United-States
39,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
28,Private,Associates,Never-Married,Sales,Not-in-family,White,Female,0,0,60,United-States
24,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,1762,40,United-States
38,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,4386,0,35,United-States
37,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,50,United-States
46,Private,Associates,Separated,Other,Not-in-family,Black,Female,0,0,36,United-States
38,Federal-gov,Masters,Married,Professional,Husband,White,Male,0,0,40,Other
43,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States
27,Private,Associates,Married,Admin,Wife,White,Female,0,0,35,United-States
20,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,20,United-States
49,Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
61,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
27,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,40,United-States
19,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,30,Latin-America
45,Private,Associates,Never-Married,Professional,Not-in-family,White,Female,0,1564,40,United-States
70,Private,High School grad,Never-Married,Other,Other-relative,White,Male,0,0,40,United-States
31,Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,30,United-States
22,Private,High School grad,Married,Service,Husband,White,Male,0,0,24,United-States
36,Private,High School grad,Widowed,Service,Unmarried,White,Female,0,0,24,United-States
64,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,2179,40,United-States
43,?,High School grad,Separated,?,Not-in-family,White,Female,0,0,40,United-States
47,Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,38,Latin-America
34,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States
33,Private,Bachelors,Never-Married,White-Collar,Other-relative,Asian-Pac-Islander,Female,0,0,40,SE-Asia
21,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States
52,?,High School grad,Separated,?,Not-in-family,White,Male,0,0,45,United-States
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,46,United-States
23,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
71,Self-emp-not-inc,High School grad,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States
29,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,60,United-States
42,Private,Bachelors,Separated,Service,Other-relative,Black,Male,0,0,50,United-States
68,?,Dropout,Separated,?,Not-in-family,White,Female,0,0,20,United-States
25,Private,High School grad,Never-Married,Service,Unmarried,White,Female,0,0,40,United-States
44,Self-emp-inc,Masters,Separated,White-Collar,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
28,Private,High School grad,Never-Married,White-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,British-Commonwealth
45,Self-emp-not-inc,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States
36,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,40,Latin-America
39,Federal-gov,Associates,Never-Married,White-Collar,Not-in-family,White,Male,0,0,42,United-States
46,State-gov,Masters,Widowed,Other,Unmarried,White,Male,0,0,40,United-States
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,16,United-States
66,Local-gov,Associates,Widowed,Professional,Not-in-family,White,Female,0,0,20,United-States
27,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,1980,40,United-States
28,State-gov,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States
51,Private,High School grad,Married,Sales,Husband,White,Male,0,1977,40,United-States
27,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States
28,State-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
27,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,25,United-States
21,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,United-States
34,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States
18,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,12,United-States
33,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,65,United-States
44,Local-gov,High School grad,Married,White-Collar,Husband,Black,Male,0,0,38,United-States
43,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
30,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,45,United-States
40,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,Latin-America
37,Federal-gov,High School grad,Married,Admin,Husband,White,Male,0,0,42,United-States
34,Private,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States
41,Self-emp-not-inc,Bachelors,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States
53,?,Bachelors,Separated,?,Not-in-family,White,Female,0,0,50,United-States
31,Private,Masters,Married,Professional,Wife,White,Female,0,0,50,United-States
58,State-gov,Doctorate,Married,Professional,Husband,White,Male,0,0,1,United-States
38,Private,High School grad,Separated,Blue-Collar,Not-in-family,Black,Female,0,0,28,United-States
24,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
41,Local-gov,Bachelors,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
47,Private,High School grad,Married,Other,Husband,White,Male,0,0,45,United-States
41,Federal-gov,Bachelors,Married,Other,Husband,White,Male,0,0,24,United-States
23,Private,Dropout,Married,Blue-Collar,Other-relative,White,Male,0,0,40,Latin-America
36,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
40,Federal-gov,Masters,Never-Married,White-Collar,Not-in-family,White,Female,14084,0,55,United-States
35,Private,Masters,Married,Professional,Other-relative,White,Male,7298,0,40,United-States
24,Self-emp-not-inc,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,40,United-States
26,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,0,1876,40,United-States
19,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,40,Euro_1
51,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,United-States
42,Local-gov,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,1340,40,United-States
37,State-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,35,United-States
18,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,40,United-States
36,Private,Bachelors,Married,Service,Husband,Black,Male,7298,0,36,United-States
35,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,60,United-States
58,Self-emp-inc,High School grad,Married,Sales,Wife,White,Female,15024,0,35,United-States
17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,12,United-States
44,Local-gov,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
37,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
35,Private,High School grad,Never-Married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
60,Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
54,Self-emp-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
37,Private,Bachelors,Never-Married,White-Collar,Not-in-family,Black,Male,0,0,60,United-States
50,Private,Associates,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States
38,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,50,Euro_2
45,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,55,United-States
25,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
64,?,Dropout,Separated,?,Not-in-family,White,Male,0,0,40,United-States
90,Private,High School grad,Never-Married,Service,Not-in-family,Black,Male,0,2206,40,United-States
54,Private,High School grad,Married,Admin,Husband,Black,Male,0,0,20,United-States
53,Local-gov,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,35,United-States
18,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,40,United-States
60,?,Dropout,Separated,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States
66,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,1409,0,50,United-States
75,Private,Associates,Widowed,Admin,Not-in-family,White,Female,0,0,20,South-America
65,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
35,Private,Dropout,Separated,Blue-Collar,Not-in-family,Black,Male,3674,0,40,United-States
41,Private,High School grad,Separated,Sales,Unmarried,Black,Female,0,0,38,United-States
25,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,42,United-States
33,Private,High School grad,Separated,Blue-Collar,Other-relative,Other,Female,0,0,40,United-States
28,Private,Prof-School,Never-Married,Professional,Not-in-family,White,Male,0,0,55,United-States
59,State-gov,High School grad,Married,Service,Husband,White,Male,0,0,40,United-States
40,State-gov,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,38,United-States
41,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,Other
38,Local-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,70,United-States
23,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
40,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,High School grad,Married,Service,Wife,White,Female,0,0,20,United-States
24,State-gov,Associates,Married,Other,Husband,White,Male,0,0,50,United-States
20,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,20,United-States
38,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,1741,40,United-States
56,Private,High School grad,Married,Admin,Husband,White,Male,0,0,35,?
58,Private,High School grad,Married,Admin,Husband,White,Male,0,0,45,United-States
32,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,34,United-States
40,Private,Associates,Married,Other,Husband,White,Male,0,1977,60,United-States
45,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,?
41,Private,Prof-School,Married,Professional,Wife,White,Female,0,0,40,United-States
42,Private,Bachelors,Married,Admin,Wife,Black,Female,0,0,40,United-States
59,Local-gov,Dropout,Widowed,Service,Unmarried,Black,Female,0,0,30,United-States
19,Local-gov,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,40,United-States
58,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,20,United-States
42,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,SE-Asia
20,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,40,United-States
32,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,30,United-States
45,Private,Associates,Widowed,White-Collar,Not-in-family,White,Female,0,0,45,United-States
50,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
36,Private,Bachelors,Separated,Professional,Own-child,White,Female,0,0,40,United-States
45,Private,High School grad,Married,Sales,Husband,White,Male,0,0,60,United-States
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,12,United-States
59,Private,High School grad,Married,Sales,Husband,White,Male,4064,0,40,United-States
26,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
37,Self-emp-inc,High School grad,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,75,SE-Asia
19,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,24,British-Commonwealth
64,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
33,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,45,United-States
33,Private,High School grad,Married,Blue-Collar,Wife,White,Female,0,0,40,United-States
61,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,1055,0,24,United-States
50,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,2407,0,98,United-States
27,Local-gov,Masters,Never-Married,Professional,Own-child,White,Male,0,0,35,United-States
30,Private,High School grad,Separated,Professional,Own-child,White,Female,0,0,40,United-States
43,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,7298,0,40,United-States
35,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States
25,Private,High School grad,Never-Married,Other,Own-child,White,Female,0,0,40,United-States
24,Private,High School grad,Married,Blue-Collar,Wife,White,Female,7298,0,48,United-States
22,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,15,Euro_1
42,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,5178,0,40,United-States
34,Private,Associates,Separated,Sales,Unmarried,Black,Female,0,0,45,United-States
60,Private,Bachelors,Separated,Professional,Not-in-family,White,Female,0,0,42,United-States
21,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
57,Federal-gov,Masters,Married,Sales,Husband,White,Male,15024,0,40,United-States
41,Private,Prof-School,Married,Professional,Husband,White,Male,0,0,60,United-States
50,Private,High School grad,Separated,Service,Not-in-family,White,Male,0,0,45,United-States
25,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States
50,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,South-America
36,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,45,United-States
31,Private,High School grad,Separated,Professional,Not-in-family,White,Female,0,0,40,United-States
29,Local-gov,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,0,56,United-States
21,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,45,United-States
27,Private,Bachelors,Never-Married,Other,Unmarried,Black,Female,0,0,40,United-States
65,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,16,United-States
37,Self-emp-inc,Bachelors,Separated,Sales,Not-in-family,White,Female,0,0,60,United-States
39,?,Masters,Married,?,Wife,Asian-Pac-Islander,Female,3464,0,40,?
24,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
38,Private,High School grad,Separated,Sales,Not-in-family,White,Male,0,0,80,United-States
48,Private,Bachelors,Married,Admin,Husband,White,Male,7688,0,40,United-States
21,Private,High School grad,Never-Married,Service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States
31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
55,Private,High School grad,Married,Sales,Husband,White,Male,4386,0,40,United-States
24,Private,High School grad,Married,Admin,Wife,Asian-Pac-Islander,Female,0,0,40,SE-Asia
43,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
26,Private,Associates,Never-Married,Other,Not-in-family,White,Male,0,0,45,United-States
46,Private,Associates,Never-Married,Professional,Not-in-family,White,Female,0,0,33,United-States
35,Private,Associates,Married,Admin,Husband,White,Male,0,0,40,United-States
41,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,54,United-States
26,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,40,United-States
34,Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,7298,0,35,China
19,?,High School grad,Never-Married,?,Own-child,Black,Female,0,0,25,United-States
36,Self-emp-not-inc,Bachelors,Separated,Professional,Not-in-family,Black,Female,0,0,40,United-States
22,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,15,United-States
24,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
77,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States
22,Private,Dropout,Married,Blue-Collar,Other-relative,White,Female,0,0,40,Latin-America
29,Private,High School grad,Never-Married,Other,Not-in-family,White,Female,0,0,40,United-States
62,Private,High School grad,Widowed,Service,Not-in-family,White,Female,0,0,24,United-States
39,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,1485,50,United-States
35,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,45,United-States
29,Private,Dropout,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States
76,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,0,0,10,United-States
63,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
23,?,Associates,Never-Married,?,Own-child,Black,Female,0,0,15,United-States
43,Private,High School grad,Married,Professional,Wife,White,Female,0,1887,50,United-States
58,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
66,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,2050,0,55,United-States
41,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,45,United-States
26,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States
