Age, Workclass, Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours per week, Country
37,1,4,0,1,0,4,1,0,0,42,9
34,4,4,0,1,0,2,1,0,0,40,9
41,6,1,2,8,1,4,0,0,0,40,9
53,0,1,2,0,1,4,0,0,0,50,9
31,4,5,0,5,5,4,0,0,0,50,9
58,7,2,0,5,0,4,1,0,0,1,9
38,4,4,2,2,1,2,0,0,0,28,9
24,4,4,0,2,0,4,1,0,0,40,9
41,2,1,0,2,0,2,1,0,0,40,9
47,4,4,0,4,0,4,1,0,0,45,9
41,1,1,0,4,0,4,1,0,0,24,9
23,4,3,0,2,2,4,1,0,0,40,5
36,4,4,2,2,1,4,1,0,0,40,9
40,1,5,1,8,1,4,0,14084,0,55,9
35,4,5,0,5,2,4,1,7298,0,40,9
24,6,4,1,6,1,4,1,0,0,40,9
26,4,5,1,5,1,4,0,0,1876,40,9
19,0,4,1,0,3,4,1,0,0,40,3
51,4,1,0,8,0,4,1,0,0,50,9
42,2,4,1,5,1,4,0,0,1340,40,9
37,7,4,2,1,4,4,0,0,0,35,9
18,4,3,1,6,3,4,0,0,0,40,9
36,4,1,0,7,0,2,1,7298,0,36,9
35,4,4,2,2,1,4,1,0,0,60,9
58,5,4,0,6,5,4,0,15024,0,35,9
17,4,3,1,6,3,4,0,0,0,12,9
44,2,4,0,2,0,2,1,0,0,40,9
37,4,4,0,2,0,4,1,0,0,40,9
35,4,4,1,6,1,0,0,0,0,40,9
60,4,4,0,2,0,1,1,0,0,40,9
54,5,3,0,2,0,4,1,0,0,40,9
37,4,1,1,8,1,2,1,0,0,60,9
50,4,0,2,6,1,4,0,0,0,40,9
38,4,1,0,6,0,4,1,0,0,50,4
45,4,1,0,5,0,4,1,0,0,55,9
25,4,3,1,2,1,4,1,0,0,40,9
31,4,4,0,2,0,4,1,0,0,40,9
64,0,3,2,0,1,4,1,0,0,40,9
90,4,4,1,7,1,2,1,0,2206,40,9
54,4,4,0,1,0,2,1,0,0,20,9
53,2,3,1,2,1,4,0,0,0,35,9
18,4,4,1,6,3,4,0,0,0,40,9
60,0,3,2,0,1,0,0,0,0,10,9
66,6,4,0,2,0,4,1,1409,0,50,9
75,4,0,3,1,1,4,0,0,0,20,8
65,4,4,2,1,1,4,0,0,0,40,9
35,4,3,2,2,1,2,1,3674,0,40,9
41,4,4,2,6,4,2,0,0,0,38,9
25,4,4,1,1,1,4,1,0,0,42,9
33,4,4,2,2,2,3,0,0,0,40,9
28,4,6,1,5,1,4,1,0,0,55,9
59,7,4,0,7,0,4,1,0,0,40,9
40,7,4,1,1,1,4,0,0,0,38,9
41,4,1,0,8,0,4,1,0,0,50,6
38,2,5,0,8,0,4,1,0,0,70,9
23,4,4,1,2,3,4,1,0,0,40,9
40,4,1,0,5,0,4,1,0,0,40,9
41,6,4,0,7,5,4,0,0,0,20,9
24,7,0,0,4,0,4,1,0,0,50,9
20,0,4,1,0,3,4,1,0,0,20,9
38,4,4,2,2,1,4,1,0,1741,40,9
56,4,4,0,1,0,4,1,0,0,35,0
58,4,4,0,1,0,4,1,0,0,45,9
32,4,4,1,7,1,4,0,0,0,34,9
40,4,0,0,4,0,4,1,0,1977,60,9
45,4,4,0,1,0,4,1,0,0,40,0
41,4,6,0,5,5,4,0,0,0,40,9
42,4,1,0,1,5,2,0,0,0,40,9
59,2,3,3,7,4,2,0,0,0,30,9
19,2,4,1,1,3,4,1,0,0,40,9
58,4,4,1,2,1,4,1,0,0,20,9
42,6,4,0,2,0,1,1,0,0,40,7
20,4,4,1,7,3,4,0,0,0,40,9
32,4,4,2,7,1,4,0,0,0,30,9
45,4,0,3,8,1,4,0,0,0,45,9
50,4,3,2,2,1,4,1,0,0,40,9
36,4,1,2,5,3,4,0,0,0,40,9
45,4,4,0,6,0,4,1,0,0,60,9
17,4,3,1,7,3,4,1,0,0,12,9
59,4,4,0,6,0,4,1,4064,0,40,9
26,4,3,0,2,0,4,1,0,0,40,9
37,5,4,0,8,0,1,1,0,0,75,7
19,0,4,1,0,3,4,1,0,0,24,1
64,4,4,0,8,0,4,1,0,0,40,9
33,4,1,1,5,1,4,0,0,0,45,9
33,4,4,0,2,5,4,0,0,0,40,9
61,4,4,0,8,0,4,1,0,0,40,9
17,4,3,1,7,3,4,1,1055,0,24,9
50,6,5,0,2,0,4,1,2407,0,98,9
27,2,5,1,5,3,4,1,0,0,35,9
30,4,4,2,5,3,4,0,0,0,40,9
43,4,4,0,2,0,2,1,0,0,40,9
44,4,4,0,2,0,4,1,7298,0,40,9
35,4,4,1,8,1,4,0,0,0,40,9
25,4,4,1,4,3,4,0,0,0,40,9
24,4,4,0,2,5,4,0,7298,0,48,9
22,4,1,1,5,1,4,0,0,0,15,3
42,2,4,0,2,0,4,1,5178,0,40,9
34,4,0,2,6,4,2,0,0,0,45,9
60,4,1,2,5,1,4,0,0,0,42,9
21,4,4,1,2,3,4,1,0,0,40,9
57,1,5,0,6,0,4,1,15024,0,40,9
41,4,6,0,5,0,4,1,0,0,60,9
50,4,4,2,7,1,4,1,0,0,45,9
25,4,1,1,8,1,4,0,0,0,40,9
50,4,3,0,2,0,4,1,0,0,40,8
36,4,1,0,5,0,4,1,0,0,45,9
31,4,4,2,5,1,4,0,0,0,40,9
29,2,1,1,4,1,4,1,0,0,56,9
21,4,4,1,6,3,4,1,0,0,45,9
27,4,1,1,4,4,2,0,0,0,40,9
65,4,4,0,2,0,4,1,0,0,16,9
37,5,1,2,6,1,4,0,0,0,60,9
39,0,5,0,0,5,1,0,3464,0,40,0
24,4,4,1,2,3,4,1,0,0,40,9
38,4,4,2,6,1,4,1,0,0,80,9
48,4,1,0,1,0,4,1,7688,0,40,9
21,4,4,1,7,1,1,0,0,0,25,9
31,4,4,0,2,0,4,1,0,0,45,9
55,4,4,0,6,0,4,1,4386,0,40,9
24,4,4,0,1,5,1,0,0,0,40,7
43,4,4,2,1,1,4,0,0,0,40,9
26,4,0,1,4,1,4,1,0,0,45,9
46,4,0,1,5,1,4,0,0,0,33,9
35,4,0,0,1,0,4,1,0,0,40,9
41,5,4,0,2,0,4,1,0,0,54,9
26,4,1,1,6,1,4,1,0,0,40,9
34,4,5,0,8,0,1,1,7298,0,35,2
19,0,4,1,0,3,2,0,0,0,25,9
36,6,1,2,5,1,2,0,0,0,40,9
22,4,4,1,6,3,4,1,0,0,15,9
24,4,4,1,2,1,4,1,0,0,40,9
77,6,4,0,6,0,4,1,0,0,40,9
22,4,3,0,2,2,4,0,0,0,40,5
29,4,4,1,4,1,4,0,0,0,40,9
62,4,4,3,7,1,4,0,0,0,24,9
39,6,4,0,8,0,4,1,0,0,40,9
43,4,4,0,2,0,4,1,0,1485,50,9
35,4,4,2,2,1,4,1,0,0,45,9
29,4,3,1,8,1,4,0,0,0,40,9
76,6,5,0,2,0,4,1,0,0,10,9
63,6,4,0,2,0,4,1,0,0,45,9
23,0,0,1,0,3,2,0,0,0,15,9
43,4,4,0,5,5,4,0,0,1887,50,9
58,6,4,0,2,0,4,1,0,0,40,9
66,4,4,1,2,1,4,1,2050,0,55,9
41,4,4,1,2,1,2,1,0,0,45,9
26,4,1,1,1,1,4,1,0,0,40,9
47,4,0,1,7,1,4,1,0,0,40,9
55,2,3,0,1,0,4,1,0,0,40,9
53,4,4,0,2,0,4,1,0,0,40,9
17,4,3,1,7,2,4,1,0,0,48,5
30,4,4,1,2,2,4,1,0,0,40,9
49,4,5,1,5,1,4,1,0,0,60,9
19,4,4,1,6,4,2,1,0,0,30,5
45,4,4,0,7,0,2,1,0,0,40,9
26,4,0,1,6,1,4,1,0,0,40,9
38,4,0,0,2,0,4,1,7298,0,40,9
36,7,4,0,4,0,4,1,7298,0,40,9
33,4,4,1,2,1,4,1,0,0,20,9
22,7,4,1,4,3,2,0,0,0,40,9
43,6,1,1,6,1,4,1,0,0,42,9
67,0,3,0,0,0,4,1,0,0,8,9
30,0,0,2,0,4,4,0,0,0,40,9
56,4,0,2,7,1,4,1,0,0,25,6
31,4,1,1,5,3,4,1,0,0,25,9
33,4,1,0,8,0,4,1,0,0,40,9
26,4,4,0,7,0,4,1,0,0,40,9
33,4,1,0,8,0,4,1,0,0,40,9
46,2,3,0,2,0,4,1,0,0,30,9
59,0,1,0,0,0,4,1,0,0,40,9
38,1,4,0,1,0,4,1,0,0,40,9
65,4,3,3,7,4,3,1,0,0,40,9
40,4,0,0,4,0,4,1,0,0,40,9
42,4,4,0,1,5,4,0,0,0,35,9
26,6,3,0,2,0,4,1,0,0,40,4
36,4,3,0,7,5,4,0,0,0,24,9
62,4,5,0,5,0,4,1,0,0,40,9
43,4,1,0,2,0,4,1,0,0,45,9
43,4,1,2,8,1,4,1,0,1564,45,9
22,4,4,2,6,1,4,1,0,0,55,9
28,4,4,0,2,0,4,1,0,0,40,9
56,6,4,0,6,0,4,1,0,0,45,9
22,4,0,1,6,1,4,0,0,0,15,9
57,4,1,2,8,1,4,0,0,0,45,9
39,4,4,2,6,4,4,0,0,0,40,9
26,1,4,1,1,4,4,0,0,0,15,9
17,4,3,1,7,3,4,1,0,0,10,9
40,7,0,0,2,0,4,1,0,0,38,9
45,4,4,0,2,0,2,1,0,0,40,9
44,4,4,1,2,1,2,1,0,0,40,9
20,2,4,1,1,3,4,0,0,0,10,9
33,4,4,0,2,5,4,0,0,0,40,9
23,4,4,1,6,1,4,1,0,0,40,9
46,6,5,2,8,1,4,1,0,0,30,9
38,4,4,0,6,0,4,1,0,0,50,9
54,4,4,2,2,1,4,1,0,0,40,9
46,4,3,2,2,1,4,0,0,2339,45,9
25,4,4,0,2,0,4,1,0,0,40,9
46,4,4,2,6,1,4,0,0,0,40,9
36,2,4,0,2,5,4,0,0,0,40,9
23,4,4,1,7,1,4,0,0,0,25,9
29,4,4,2,2,1,4,1,0,0,40,9
44,4,4,0,1,5,4,0,0,2415,6,9
19,4,4,1,1,3,4,0,0,0,16,9
19,4,4,1,7,2,4,0,0,0,40,9
35,4,4,0,7,5,4,0,0,0,40,9
27,4,1,1,2,1,4,1,0,0,50,9
46,6,0,2,2,1,4,1,0,0,40,9
34,7,1,0,8,0,4,1,7688,0,45,0
34,4,4,1,7,1,4,0,0,0,35,9
44,4,4,0,4,0,4,1,0,0,40,9
45,4,4,2,2,4,4,0,0,0,40,9
20,0,4,1,0,2,4,0,0,0,35,9
25,4,1,0,8,0,4,1,0,0,55,9
52,5,1,0,8,0,4,1,0,0,50,9
20,4,4,1,2,3,4,1,0,0,40,9
28,4,4,1,7,1,4,0,0,0,40,9
50,7,1,0,4,0,4,1,0,0,40,9
34,4,0,2,4,1,4,0,0,0,64,9
28,4,3,0,2,0,3,1,0,2179,40,5
41,4,5,0,8,0,4,1,0,1977,65,9
28,4,4,0,1,0,4,1,0,0,40,9
46,6,4,0,2,0,4,1,0,0,25,9
28,0,4,0,0,5,4,0,0,1887,40,9
32,4,4,0,8,0,4,1,0,0,50,9
41,2,4,2,7,1,2,0,0,0,24,9
24,4,4,1,2,4,2,0,0,0,40,9
33,4,4,2,8,4,4,0,0,0,40,9
46,4,2,0,8,0,4,1,15024,0,60,9
31,7,4,0,2,0,4,1,0,0,40,9
35,4,3,2,2,1,4,1,0,0,50,9
52,4,3,0,2,0,4,1,0,0,40,5
30,4,3,1,7,3,4,0,0,0,19,9
34,2,3,2,2,1,2,1,0,0,40,9
34,7,4,2,2,4,4,0,0,0,40,9
20,4,4,0,6,0,4,1,0,0,30,9
17,4,3,1,2,3,4,1,2176,0,18,9
32,7,1,0,8,5,4,0,0,0,40,9
29,4,4,2,2,1,4,1,0,0,40,9
33,4,3,1,2,4,4,0,0,0,35,9
25,4,4,0,2,0,4,1,0,0,60,9
36,1,5,1,5,1,4,1,0,1408,40,9
23,4,4,1,2,1,4,1,0,0,72,5
63,5,4,0,8,0,4,1,0,0,40,9
47,2,5,0,5,0,4,1,0,0,40,9
80,0,4,3,0,1,4,1,0,0,24,9
17,0,3,1,0,3,4,1,0,0,40,9
40,6,1,2,5,1,4,0,2174,0,40,9
30,4,0,0,7,5,4,0,0,0,25,9
27,4,4,1,2,3,1,1,0,1980,40,7
33,4,5,0,5,0,4,1,0,0,50,9
34,2,4,1,2,1,2,1,594,0,60,9
34,2,4,1,4,1,4,0,0,0,40,9
23,4,4,0,1,0,4,1,0,0,40,9
42,2,4,0,1,5,4,0,0,0,40,9
29,4,1,1,5,1,4,1,0,0,40,9
45,4,4,2,1,1,4,0,0,0,28,9
24,1,4,1,3,3,4,1,0,0,40,9
44,4,4,0,5,0,4,1,0,0,40,9
27,4,3,1,2,2,4,1,0,0,40,5
20,4,4,1,6,1,4,1,0,0,35,9
44,4,4,3,8,4,2,0,0,0,40,9
51,4,4,0,2,0,0,1,0,0,40,9
20,4,4,0,2,0,4,1,0,0,40,9
17,0,3,1,0,3,4,0,0,0,5,9
19,4,4,1,2,3,2,0,0,0,40,9
45,5,4,0,2,0,4,1,0,0,55,9
60,4,4,0,2,0,4,1,0,0,40,9
42,4,0,0,8,0,2,1,0,0,40,0
44,6,4,0,6,5,4,0,0,0,40,9
40,4,0,0,2,0,1,1,0,0,40,9
30,4,4,0,8,5,4,0,0,0,40,9
38,4,4,0,2,0,2,1,0,0,50,9
23,4,4,0,2,0,4,1,0,0,60,9
32,0,4,0,0,0,4,1,0,0,40,9
44,4,0,1,2,3,4,1,0,0,40,9
54,2,4,0,2,0,2,1,0,0,40,9
32,4,1,0,5,0,4,1,0,0,50,9
50,4,3,2,2,4,4,1,0,0,40,9
24,4,1,1,4,1,4,0,0,0,20,9
37,4,4,0,1,5,4,0,0,0,60,9
52,4,4,2,2,4,4,1,0,0,40,9
38,4,4,0,2,0,4,1,0,0,40,9
49,4,5,0,8,0,4,1,0,1977,45,9
30,4,1,0,4,5,4,0,0,0,16,9
60,4,4,1,5,4,4,1,0,0,40,9
22,0,4,1,0,3,4,1,0,0,40,9
35,4,4,1,2,1,4,1,0,0,40,9
30,4,4,1,2,1,4,1,0,0,60,9
67,4,0,2,7,1,4,0,0,0,24,9
46,4,1,1,2,1,4,0,0,0,40,9
17,4,3,1,7,1,4,1,0,0,6,9
22,4,4,1,2,3,4,1,0,0,30,9
27,4,3,1,7,1,4,1,0,0,40,9
23,4,4,1,7,4,4,0,0,0,35,9
33,4,0,0,2,0,4,1,0,0,45,4
43,6,4,0,2,0,4,1,0,0,20,9
28,7,1,1,5,1,4,1,0,0,20,9
41,4,4,2,2,4,4,0,0,0,40,9
52,0,3,1,0,2,2,1,594,0,40,9
25,4,4,2,1,3,2,0,0,0,20,9
63,0,3,0,0,0,4,1,0,0,35,9
59,2,4,0,2,0,4,1,0,0,45,9
45,2,1,2,5,4,4,0,0,0,40,9
38,4,1,0,6,0,4,1,15024,0,60,9
40,4,4,1,7,1,4,0,0,0,35,9
46,1,4,2,1,1,4,1,0,0,40,9
35,4,0,1,8,1,4,0,0,0,60,9
34,4,4,2,5,4,4,0,0,0,25,9
33,4,1,1,2,3,4,1,0,0,20,9
41,4,4,2,1,4,4,0,0,0,36,9
20,4,4,1,2,3,4,1,0,0,40,9
23,4,3,1,7,3,4,1,0,0,40,8
26,4,4,1,5,1,4,0,0,0,35,9
72,0,4,0,0,0,4,1,0,0,20,9
23,2,4,1,2,1,4,1,0,0,40,4
62,2,4,0,2,0,4,1,0,0,40,9
52,4,4,0,1,0,4,1,0,0,40,9
58,4,4,2,7,4,4,0,0,0,42,3
25,4,1,1,6,1,4,0,0,0,40,9
24,4,1,1,8,1,2,1,0,0,40,9
19,4,4,1,4,3,4,1,0,0,8,9
43,4,4,0,8,0,4,1,0,0,40,9
47,2,4,2,1,4,2,0,0,0,40,9
39,4,4,2,7,4,4,0,0,0,40,9
49,4,0,2,2,4,4,1,0,1380,42,9
53,0,3,3,0,4,2,0,0,0,30,9
32,4,0,1,2,1,4,1,0,0,45,9
34,4,4,0,5,0,4,1,0,0,50,9
28,4,4,2,2,1,4,1,0,0,45,9
57,0,0,3,0,4,4,0,0,0,38,9
25,4,4,1,1,1,0,0,0,0,20,9
20,0,4,1,0,3,4,1,0,0,24,9
21,0,4,1,0,4,4,0,0,0,35,9
34,4,1,0,5,0,4,1,0,0,50,9
38,5,1,0,8,0,4,1,15024,0,80,9
50,4,4,0,8,0,4,1,7688,0,50,9
24,2,4,2,2,1,2,1,0,0,50,9
37,2,4,0,4,0,4,1,0,0,45,9
44,4,4,2,2,4,4,1,0,0,58,9
28,4,4,0,6,5,4,0,0,0,40,9
42,4,1,0,8,0,4,1,0,0,40,9
74,4,4,2,1,1,4,0,0,0,9,9
38,6,4,0,2,0,4,1,0,0,50,9
44,6,5,0,5,0,4,1,0,0,40,9
44,4,3,2,2,4,3,0,0,0,46,5
26,4,4,1,2,1,4,1,0,0,40,9
36,4,4,0,7,0,2,1,0,0,40,9
41,4,0,0,8,5,4,0,0,0,50,9
67,4,6,0,5,0,4,1,20051,0,48,9
39,2,3,0,4,0,4,1,0,0,50,9
57,4,3,3,7,1,2,0,0,0,30,9
29,4,0,2,2,1,4,1,0,0,40,9
31,5,1,1,2,1,4,0,0,0,45,9
34,0,4,1,0,4,2,0,0,0,40,9
44,4,4,0,2,0,4,1,0,0,40,9
29,4,2,1,5,3,4,1,0,0,40,9
30,4,4,1,2,4,4,0,0,0,40,9
27,4,4,1,2,1,4,1,0,0,40,9
27,4,4,0,6,0,4,1,0,0,50,9
32,4,4,1,2,1,4,0,0,0,45,9
58,4,3,0,7,5,4,0,0,0,8,9
35,2,4,0,4,0,4,1,0,0,40,9
21,4,4,1,2,3,4,1,0,0,36,9
28,4,4,1,2,4,4,1,0,0,40,9
46,6,4,2,8,1,4,1,0,0,50,9
36,6,4,2,7,4,4,0,0,0,40,9
72,4,3,3,1,4,4,0,0,0,40,9
35,4,4,0,2,5,2,0,0,0,40,9
33,1,0,2,2,4,2,0,0,0,40,9
69,4,3,1,2,1,4,0,0,0,40,9
35,4,4,0,2,0,4,1,0,0,40,9
31,4,4,2,1,4,4,0,0,0,20,0
34,4,4,0,4,5,4,0,0,0,32,9
30,4,3,0,7,0,4,1,0,0,40,5
28,4,1,1,2,1,4,1,0,0,55,9
54,4,1,0,6,0,4,1,0,0,35,9
47,4,4,0,5,0,4,1,0,0,50,9
24,4,4,1,2,4,2,0,0,0,40,9
52,6,1,0,5,0,4,1,0,0,60,9
20,4,4,1,2,3,0,1,0,0,48,9
43,5,5,0,8,0,4,1,5013,0,45,9
45,4,3,2,7,4,4,0,0,0,40,5
29,6,4,2,2,1,4,1,0,0,35,9
47,4,5,2,8,4,4,1,0,0,42,9
24,4,4,1,2,3,4,1,0,0,40,9
51,4,4,0,5,0,4,1,0,0,40,9
17,4,3,1,6,3,4,1,0,0,12,9
37,4,0,0,2,0,4,1,0,1977,40,9
27,4,2,1,5,1,4,0,0,0,70,9
